#{"t_start": 1753632185.7505076, "env_id": "None"}
r,l,t
174.0,30,48.367831
139.0,30,48.394879
135.0,15,48.409939
163.0,30,48.452616
205.0,27,48.478689
192.0,30,48.507864
187.0,30,48.533146
64.0,3,48.539987
187.0,30,48.572211
179.0,30,48.597914
192.0,30,48.66356
179.0,30,48.697408
179.0,30,48.728784
126.0,30,48.756258
187.0,30,48.788752
192.0,30,48.826355
179.0,30,48.862015
179.0,30,48.892223
192.0,30,48.924945
135.0,15,48.939835
192.0,30,48.973077
192.0,30,49.001651
204.0,30,49.029616
187.0,30,49.063646
160.0,22,49.08931
155.0,30,49.117308
192.0,30,49.145002
185.0,21,49.168282
179.0,30,49.199784
187.0,30,49.226236
182.0,30,49.253781
187.0,30,49.28822
171.0,30,49.320955
80.0,6,49.326021
179.0,30,49.353673
65.0,5,49.361849
61.0,9,49.370885
174.0,30,49.406774
179.0,30,49.434813
171.0,30,49.479412
192.0,30,49.507824
171.0,30,49.542144
179.0,30,49.571293
187.0,30,49.60966
171.0,30,49.63928
187.0,30,49.668782
57.0,2,49.669509
171.0,30,49.706025
155.0,30,49.736543
108.0,10,49.746376
179.0,30,49.771842
187.0,30,49.812247
182.0,30,49.843117
187.0,30,49.875131
155.0,30,49.903208
147.0,30,49.942666
187.0,30,49.973153
187.0,30,50.000358
147.0,30,50.030412
179.0,30,50.067152
192.0,30,50.097046
192.0,30,50.124596
147.0,30,50.149873
166.0,30,50.187892
163.0,30,50.217452
171.0,30,50.248
179.0,30,50.274271
142.0,30,50.311819
187.0,30,50.343658
187.0,30,50.375838
192.0,30,50.406227
142.0,16,50.425683
174.0,30,50.46543
163.0,30,50.49542
171.0,30,50.522401
155.0,30,50.557092
171.0,30,50.589375
187.0,30,50.615831
174.0,30,50.64324
179.0,30,50.677704
192.0,30,50.709028
179.0,30,50.734857
192.0,30,50.7652
192.0,30,50.804072
171.0,30,50.835344
171.0,30,50.86687
179.0,30,50.899552
187.0,30,50.933125
192.0,30,50.96584
192.0,30,50.993117
187.0,30,51.022111
147.0,30,51.057084
143.0,15,51.073466
155.0,30,51.112313
166.0,30,51.147218
187.0,30,51.183056
179.0,30,51.214439
187.0,30,51.243817
171.0,30,51.277435
192.0,30,51.314071
107.0,11,51.326663
163.0,30,51.35694
171.0,30,51.387995
179.0,30,51.425089
155.0,30,51.457269
187.0,30,51.49161
174.0,30,51.516666
205.0,27,51.550394
166.0,30,51.582431
222.0,26,51.610795
179.0,30,51.639543
192.0,30,51.675558
171.0,30,51.707348
139.0,30,51.737778
192.0,30,51.763785
187.0,30,51.803374
171.0,30,51.830791
179.0,30,51.863923
171.0,30,51.893076
163.0,30,51.933332
187.0,30,51.966348
120.0,11,51.976857
171.0,30,52.007825
179.0,30,52.047042
139.0,30,52.083393
179.0,30,52.118087
179.0,30,52.150818
163.0,30,52.185411
155.0,30,52.218662
192.0,30,52.24911
155.0,30,52.280061
176.0,19,52.303262
192.0,30,52.334301
179.0,30,52.36376
192.0,30,52.39608
182.0,30,52.42963
179.0,30,52.464984
187.0,30,52.496761
57.0,2,52.50002
192.0,30,52.535644
99.0,8,52.543136
163.0,30,52.577004
171.0,30,52.603979
174.0,30,52.643626
187.0,30,52.670778
179.0,30,52.702741
179.0,30,52.731868
179.0,30,52.76997
182.0,30,52.799777
187.0,30,52.832713
163.0,30,52.863392
111.0,15,52.885161
171.0,30,52.919878
171.0,30,52.947866
179.0,30,52.975327
136.0,14,52.99583
187.0,30,53.029633
192.0,30,53.059865
174.0,30,53.12508
179.0,30,53.192863
171.0,30,53.234163
171.0,30,53.269196
192.0,30,53.311408
171.0,30,53.354177
147.0,30,53.394431
139.0,30,53.42834
179.0,30,53.470409
187.0,30,53.510094
182.0,30,53.542575
179.0,30,53.576475
192.0,30,53.610169
187.0,30,53.650636
171.0,30,53.684346
179.0,30,53.715006
179.0,30,53.747049
192.0,30,53.78651
166.0,30,53.821544
179.0,30,53.856143
192.0,30,53.886129
142.0,16,53.910725
139.0,30,53.941685
187.0,30,53.975109
171.0,30,54.004278
179.0,30,54.045743
192.0,30,54.077792
174.0,30,54.1123
162.0,17,54.129999
179.0,30,54.167292
171.0,30,54.20228
187.0,30,54.233301
179.0,30,54.26407
179.0,30,54.308408
187.0,30,54.341156
187.0,30,54.370514
166.0,30,54.404675
192.0,30,54.4479
120.0,11,54.461522
171.0,30,54.499844
179.0,30,54.535962
187.0,30,54.58736
187.0,30,54.628793
147.0,30,54.673155
147.0,30,54.714671
179.0,30,54.764195
147.0,30,54.793077
179.0,30,54.820932
171.0,30,54.849169
171.0,30,54.89112
192.0,30,54.920064
187.0,30,54.954794
192.0,30,54.985685
179.0,30,55.020844
171.0,30,55.052403
192.0,30,55.085485
192.0,30,55.114853
152.0,22,55.14383
192.0,30,55.172185
187.0,30,55.204042
192.0,30,55.229489
78.0,5,55.236614
182.0,30,55.269753
179.0,30,55.298509
179.0,30,55.330059
139.0,30,55.367031
171.0,30,55.400741
155.0,30,55.431488
182.0,30,55.468443
171.0,30,55.503857
187.0,30,55.535899
166.0,30,55.566278
155.0,30,55.599854
139.0,30,55.636902
155.0,30,55.666925
179.0,30,55.692407
127.0,12,55.702852
139.0,30,55.742541
147.0,30,55.771991
187.0,30,55.802063
78.0,5,55.805787
171.0,30,55.841048
137.0,21,55.861446
171.0,30,55.887143
192.0,30,55.91797
155.0,30,55.955339
163.0,30,55.988708
179.0,30,56.016272
179.0,30,56.047315
99.0,11,56.065585
171.0,30,56.095364
187.0,30,56.12466
179.0,30,56.149672
163.0,30,56.186659
171.0,30,56.217235
192.0,30,56.252021
187.0,30,56.283536
171.0,30,56.322461
182.0,30,56.348415
143.0,15,56.36199
187.0,30,56.388132
163.0,30,56.427091
171.0,30,56.460245
171.0,30,56.494064
166.0,30,56.524422
187.0,30,56.557076
174.0,30,56.588282
171.0,30,56.619281
66.0,4,56.623283
187.0,30,56.663662
171.0,30,56.696141
171.0,30,56.722863
179.0,30,56.755872
192.0,30,56.792172
147.0,30,56.823966
192.0,22,56.842589
192.0,30,56.871667
113.0,13,56.889089
179.0,30,56.920597
229.0,29,56.950278
147.0,30,56.980807
72.0,6,56.992123
179.0,30,57.0248
192.0,30,57.055424
174.0,30,57.086543
187.0,30,57.119862
179.0,30,57.152009
192.0,30,57.179608
192.0,30,57.205502
192.0,30,57.244807
179.0,30,57.27541
166.0,30,57.30703
187.0,30,57.334661
179.0,30,57.374031
155.0,30,57.403789
187.0,30,57.433506
209.0,30,57.467867
129.0,13,57.488262
147.0,30,57.51705
139.0,30,57.54709
140.0,21,57.567579
182.0,30,57.605398
179.0,30,57.638199
197.0,25,57.660448
79.0,7,57.666973
171.0,30,57.704118
179.0,30,57.735703
155.0,30,57.76592
166.0,30,57.792703
163.0,19,57.818234
187.0,30,57.849077
142.0,30,57.881344
147.0,30,57.906888
139.0,30,57.946739
187.0,30,57.975636
147.0,30,58.003299
192.0,30,58.028255
179.0,30,58.063495
187.0,30,58.093708
192.0,30,58.125524
179.0,30,58.152209
192.0,30,58.219157
171.0,30,58.253312
187.0,30,58.285329
179.0,30,58.312
171.0,30,58.349961
192.0,30,58.376693
171.0,30,58.404689
171.0,30,58.434424
74.0,12,58.453714
171.0,30,58.487002
192.0,30,58.520116
179.0,30,58.554102
192.0,30,58.587464
155.0,30,58.617408
179.0,30,58.644512
147.0,30,58.674095
147.0,30,58.708632
192.0,30,58.737916
179.0,30,58.767389
139.0,30,58.79509
171.0,30,58.831872
187.0,30,58.866308
192.0,30,58.897093
174.0,30,58.927392
179.0,30,58.964615
187.0,30,58.997598
179.0,30,59.027045
192.0,30,59.055533
187.0,30,59.088272
192.0,30,59.121715
174.0,30,59.149857
150.0,30,59.181178
192.0,30,59.218727
142.0,30,59.249827
134.0,13,59.262553
107.0,11,59.274065
187.0,30,59.310358
171.0,30,59.340129
179.0,30,59.366166
171.0,30,59.393405
174.0,30,59.428308
179.0,30,59.461737
192.0,30,59.49545
139.0,30,59.525843
179.0,30,59.559142
179.0,30,59.591537
187.0,30,59.619245
134.0,30,59.650438
179.0,30,59.6884
171.0,30,59.718982
134.0,30,59.750413
192.0,30,59.779128
179.0,30,59.812358
171.0,30,59.846747
209.0,26,59.870311
163.0,30,59.898553
192.0,30,59.934613
179.0,30,59.964985
221.0,29,59.99321
192.0,30,60.024054
179.0,30,60.063431
142.0,16,60.080883
192.0,30,60.111386
163.0,30,60.143005
179.0,30,60.177505
53.0,9,60.190232
171.0,30,60.221936
171.0,30,60.254382
179.0,30,60.285497
187.0,30,60.319789
147.0,30,60.350376
179.0,30,60.378741
139.0,30,60.414249
166.0,30,60.450435
192.0,30,60.480317
179.0,30,60.508187
192.0,30,60.54581
171.0,30,60.574554
171.0,30,60.599882
171.0,30,60.626801
187.0,30,60.663501
147.0,30,60.697449
187.0,30,60.72379
100.0,10,60.733145
179.0,30,60.769504
139.0,30,60.797519
171.0,30,60.822135
163.0,30,60.854165
192.0,30,60.888758
139.0,30,60.92173
187.0,30,60.952348
171.0,30,60.979596
163.0,30,61.012868
179.0,30,61.048386
179.0,30,61.077437
171.0,30,61.105887
204.0,23,61.129035
187.0,30,61.163929
179.0,30,61.193911
205.0,27,61.222857
179.0,30,61.26348
179.0,30,61.292074
187.0,30,61.322125
192.0,30,61.349875
139.0,30,61.387799
155.0,30,61.41807
174.0,30,61.452584
192.0,30,61.486155
151.0,18,61.509803
187.0,30,61.543115
171.0,30,61.575775
171.0,30,61.602357
158.0,30,61.639909
171.0,30,61.670205
139.0,30,61.701914
192.0,30,61.728267
192.0,30,61.765526
139.0,30,61.794275
155.0,30,61.827435
166.0,30,61.855933
163.0,30,61.894782
187.0,30,61.923549
166.0,30,61.952105
171.0,30,61.977623
171.0,30,62.013388
187.0,30,62.044773
163.0,30,62.075131
179.0,30,62.105738
187.0,30,62.14567
192.0,30,62.17917
139.0,30,62.216107
179.0,30,62.244781
187.0,30,62.285278
192.0,30,62.313033
187.0,30,62.340669
187.0,30,62.365911
187.0,30,62.403275
155.0,30,62.432645
179.0,30,62.464873
184.0,22,62.484877
147.0,30,62.523441
98.0,12,62.535969
192.0,30,62.566705
209.0,28,62.597826
182.0,30,62.635016
179.0,30,62.663671
179.0,30,62.693558
139.0,30,62.721442
187.0,30,62.758107
171.0,30,62.786897
179.0,30,62.817129
139.0,30,62.846768
182.0,30,62.884947
179.0,30,62.915009
199.0,23,62.938125
155.0,30,62.968569
171.0,30,63.003175
142.0,30,63.031533
171.0,30,63.065456
163.0,30,63.096143
190.0,24,63.126247
142.0,30,63.159438
171.0,30,63.188085
171.0,30,63.218026
142.0,30,63.253751
192.0,30,63.284391
179.0,30,63.313445
179.0,30,63.341431
179.0,30,63.377308
158.0,30,63.40716
179.0,30,63.435412
213.0,29,63.472968
171.0,30,63.505732
171.0,30,63.538038
139.0,30,63.564088
192.0,30,63.59608
192.0,30,63.63152
158.0,30,63.664861
192.0,30,63.693073
179.0,30,63.723605
163.0,30,63.76098
139.0,30,63.793988
171.0,30,63.821611
187.0,30,63.851409
192.0,30,63.887772
182.0,30,63.91939
127.0,12,63.932676
187.0,30,63.961666
222.0,26,63.994612
179.0,30,64.024173
192.0,30,64.054263
123.0,30,64.085655
187.0,30,64.123442
64.0,6,64.128385
174.0,30,64.158579
187.0,30,64.187885
171.0,30,64.223827
155.0,30,64.252243
147.0,30,64.285941
150.0,16,64.302413
179.0,30,64.334477
179.0,30,64.365004
187.0,30,64.393033
171.0,30,64.426091
171.0,30,64.463474
192.0,30,64.493778
163.0,30,64.52058
208.0,27,64.548082
139.0,30,64.582118
187.0,30,64.61347
187.0,30,64.642561
158.0,30,64.669741
179.0,30,64.704314
171.0,30,64.735643
70.0,30,64.760428
179.0,30,64.795558
171.0,30,64.831193
179.0,30,64.864471
179.0,30,64.894168
171.0,30,64.921731
179.0,30,64.957217
179.0,30,64.98876
171.0,30,65.019143
192.0,30,65.048807
179.0,30,65.084057
155.0,30,65.119844
174.0,30,65.152088
171.0,30,65.180308
192.0,30,65.21713
171.0,30,65.245874
149.0,17,65.260247
179.0,30,65.28771
179.0,30,65.322296
192.0,30,65.350587
187.0,30,65.377037
168.0,27,65.400786
171.0,30,65.43763
182.0,30,65.470675
92.0,7,65.478512
179.0,30,65.50848
187.0,30,65.544356
187.0,30,65.575598
187.0,30,65.604302
171.0,30,65.63053
192.0,30,65.670703
183.0,20,65.692403
179.0,30,65.719487
156.0,18,65.738226
187.0,30,65.771122
179.0,30,65.803926
171.0,30,65.832495
171.0,30,65.860672
142.0,30,65.89355
187.0,30,65.926585
147.0,30,65.955992
179.0,30,65.988772
192.0,30,66.022202
187.0,30,66.054275
163.0,30,66.085394
171.0,30,66.114196
155.0,30,66.150158
128.0,14,66.163251
187.0,30,66.192569
192.0,30,66.221044
192.0,30,66.257588
192.0,30,66.287618
192.0,30,66.312897
161.0,30,66.34057
171.0,30,66.374078
192.0,30,66.405247
179.0,30,66.432423
187.0,30,66.46185
192.0,30,66.50195
86.0,8,66.50986
171.0,30,66.536819
177.0,30,66.561542
179.0,30,66.599539
171.0,30,66.627275
187.0,30,66.659615
163.0,30,66.684927
163.0,30,66.720464
192.0,30,66.746336
192.0,30,66.780231
171.0,30,66.80871
171.0,30,66.848548
147.0,30,66.876487
182.0,30,66.909125
192.0,30,66.93697
192.0,30,66.971987
179.0,30,66.999817
155.0,30,67.032518
171.0,30,67.057532
192.0,30,67.098713
179.0,30,67.131187
171.0,30,67.158775
139.0,30,67.185857
179.0,30,67.223447
179.0,30,67.254027
221.0,29,67.280486
71.0,7,67.287623
192.0,30,67.323705
147.0,30,67.354843
113.0,13,67.36685
155.0,30,67.394949
187.0,30,67.429869
155.0,30,67.459851
155.0,30,67.492065
139.0,30,67.525507
163.0,30,67.560536
192.0,30,67.591957
187.0,30,67.617155
179.0,30,67.644957
155.0,30,67.68214
139.0,30,67.715291
179.0,30,67.745898
155.0,30,67.772221
187.0,30,67.807204
187.0,30,67.83893
179.0,30,67.864416
115.0,11,67.874949
206.0,24,67.904958
139.0,30,67.976278
187.0,30,68.002473
121.0,13,68.013142
147.0,30,68.050378
179.0,30,68.078789
187.0,30,68.109226
179.0,30,68.139128
187.0,30,68.176651
192.0,30,68.205083
187.0,30,68.231733
179.0,30,68.260499
192.0,30,68.300103
187.0,30,68.330824
179.0,30,68.363529
179.0,30,68.393643
179.0,30,68.431718
179.0,30,68.464771
192.0,30,68.501657
187.0,30,68.527714
179.0,30,68.572762
179.0,30,68.601961
87.0,7,68.608639
187.0,30,68.636333
179.0,30,68.668097
171.0,30,68.699951
147.0,30,68.726153
171.0,30,68.753698
129.0,30,68.786344
171.0,30,68.814522
192.0,30,68.842649
130.0,15,68.858413
179.0,30,68.895786
171.0,30,68.924979
163.0,30,68.953889
66.0,4,68.957168
187.0,30,68.997377
182.0,30,69.025111
187.0,30,69.054296
192.0,30,69.080968
192.0,30,69.130026
192.0,30,69.16399
166.0,30,69.204289
147.0,30,69.240334
179.0,30,69.279972
192.0,30,69.310188
187.0,30,69.341337
179.0,30,69.366606
192.0,30,69.403898
166.0,30,69.434037
187.0,30,69.465758
192.0,30,69.49818
192.0,30,69.535932
183.0,23,69.56021
179.0,30,69.586195
179.0,30,69.61353
179.0,30,69.646931
108.0,10,69.658498
171.0,30,69.687356
192.0,30,69.717425
171.0,30,69.753034
158.0,30,69.786521
192.0,30,69.812879
171.0,30,69.842543
192.0,30,69.88754
217.0,28,69.911973
171.0,30,69.940151
187.0,30,69.9651
171.0,30,69.996619
169.0,21,70.019184
187.0,30,70.047027
179.0,30,70.07924
155.0,30,70.117365
179.0,30,70.15009
187.0,30,70.180231
147.0,30,70.212137
179.0,30,70.248701
120.0,14,70.264518
192.0,30,70.293564
162.0,20,70.312272
171.0,30,70.34845
147.0,30,70.378858
139.0,30,70.411989
120.0,14,70.422891
147.0,30,70.460081
179.0,30,70.494534
142.0,30,70.527243
179.0,30,70.557104
158.0,30,70.593292
179.0,30,70.623439
187.0,30,70.651139
187.0,30,70.68016
179.0,30,70.719171
192.0,30,70.748291
171.0,30,70.779123
187.0,30,70.80932
179.0,30,70.849033
192.0,30,70.880274
163.0,30,70.9112
79.0,7,70.917566
171.0,30,70.963148
192.0,30,70.995246
187.0,30,71.024955
155.0,30,71.053209
171.0,30,71.08977
182.0,30,71.11999
151.0,23,71.14068
174.0,30,71.171796
147.0,30,71.20607
187.0,30,71.242564
171.0,30,71.272336
187.0,30,71.300074
179.0,30,71.336292
192.0,30,71.367579
129.0,30,71.391369
171.0,30,71.420466
169.0,30,71.451435
179.0,30,71.487407
192.0,30,71.514758
192.0,30,71.542516
179.0,30,71.580171
113.0,13,71.595305
179.0,30,71.622589
187.0,30,71.653678
192.0,30,71.688379
158.0,30,71.720547
78.0,5,71.725021
171.0,30,71.755601
127.0,15,71.77387
93.0,9,71.784476
187.0,30,71.813052
115.0,11,71.823834
179.0,30,71.858705
155.0,30,71.886696
192.0,30,71.912204
187.0,30,71.945396
192.0,30,71.981361
102.0,11,71.993044
123.0,30,72.021366
85.0,6,72.027601
192.0,30,72.064616
187.0,30,72.094513
192.0,30,72.119686
179.0,30,72.146776
171.0,30,72.180016
193.0,28,72.20814
171.0,30,72.236828
179.0,30,72.261804
66.0,4,72.270333
187.0,30,72.308759
192.0,30,72.341448
179.0,30,72.376936
171.0,30,72.415525
179.0,30,72.448028
187.0,30,72.482124
192.0,30,72.515583
179.0,30,72.55155
166.0,30,72.585032
192.0,30,72.61613
171.0,30,72.649675
179.0,30,72.685375
221.0,27,72.713513
179.0,30,72.742104
179.0,30,72.771182
187.0,30,72.811036
182.0,30,72.841718
144.0,17,72.859116
171.0,30,72.891361
171.0,30,72.924025
171.0,30,72.953749
187.0,30,72.983495
187.0,30,73.014743
163.0,30,73.049982
192.0,30,73.083143
187.0,30,73.111193
200.0,27,73.139175
179.0,30,73.178397
179.0,30,73.208124
166.0,30,73.23502
179.0,30,73.261215
213.0,29,73.296746
157.0,17,73.31297
155.0,30,73.34132
174.0,30,73.370979
174.0,30,73.400746
163.0,30,73.435501
174.0,30,73.466849
171.0,30,73.498365
166.0,30,73.533825
187.0,30,73.564456
174.0,30,73.59438
132.0,30,73.626823
179.0,30,73.662332
171.0,30,73.693437
129.0,13,73.705591
225.0,30,73.733463
187.0,30,73.769491
171.0,30,73.799712
182.0,30,73.827726
136.0,14,73.841047
179.0,30,73.880544
155.0,30,73.911118
150.0,30,73.939184
192.0,30,73.969686
187.0,30,74.005709
192.0,30,74.036704
174.0,30,74.069387
139.0,30,74.095253
171.0,30,74.133521
147.0,30,74.162397
177.0,30,74.189192
171.0,30,74.218094
163.0,30,74.254328
187.0,30,74.282526
171.0,30,74.317739
179.0,30,74.34446
187.0,30,74.380796
171.0,30,74.406962
213.0,25,74.430282
192.0,30,74.459405
171.0,30,74.499008
143.0,15,74.510126
179.0,30,74.541397
192.0,30,74.570745
192.0,30,74.609258
187.0,30,74.637731
71.0,4,74.641739
171.0,30,74.671999
187.0,30,74.706629
179.0,30,74.736905
192.0,30,74.766346
233.0,30,74.794401
129.0,13,74.810985
179.0,30,74.844188
192.0,30,74.872823
187.0,30,74.905607
192.0,30,74.942988
179.0,30,74.977636
187.0,30,75.003173
179.0,30,75.033175
179.0,30,75.070511
187.0,30,75.101362
155.0,16,75.117759
171.0,30,75.144565
174.0,30,75.181325
147.0,30,75.212263
163.0,30,75.241914
163.0,30,75.267152
192.0,30,75.304128
171.0,30,75.33321
147.0,30,75.366755
163.0,30,75.394074
109.0,30,75.429615
179.0,30,75.45833
155.0,30,75.494226
192.0,30,75.524815
187.0,27,75.55758
166.0,30,75.586119
179.0,30,75.61709
171.0,30,75.644864
192.0,30,75.680213
174.0,30,75.712998
171.0,30,75.743331
171.0,30,75.769484
187.0,30,75.808838
171.0,30,75.837231
182.0,30,75.865289
134.0,30,75.891087
192.0,30,75.93008
171.0,30,75.955852
192.0,30,75.986932
171.0,30,76.014359
139.0,30,76.054107
163.0,30,76.084723
174.0,30,76.116557
171.0,30,76.146259
179.0,30,76.183698
171.0,30,76.211546
171.0,30,76.244268
182.0,30,76.27069
187.0,30,76.307976
163.0,30,76.338546
192.0,30,76.371161
171.0,30,76.399132
179.0,30,76.434361
179.0,30,76.461147
179.0,30,76.493821
187.0,30,76.519842
166.0,30,76.556284
171.0,30,76.587213
229.0,29,76.617034
160.0,22,76.635312
139.0,30,76.671819
192.0,30,76.698173
179.0,30,76.725565
192.0,30,76.753139
187.0,30,76.793419
163.0,30,76.824081
163.0,30,76.856244
179.0,30,76.886097
171.0,30,76.926981
101.0,9,76.935879
192.0,30,76.967354
201.0,26,76.99332
86.0,8,77.004812
134.0,30,77.034463
192.0,30,77.0673
187.0,30,77.095555
192.0,30,77.132995
192.0,30,77.162473
174.0,30,77.196726
171.0,30,77.22485
182.0,30,77.261193
155.0,30,77.289766
179.0,30,77.318572
147.0,30,77.349155
187.0,30,77.385754
171.0,30,77.418577
163.0,30,77.476167
187.0,30,77.509812
179.0,30,77.54662
155.0,30,77.573624
171.0,30,77.601288
187.0,30,77.62671
171.0,30,77.66081
179.0,30,77.686855
171.0,30,77.715388
179.0,30,77.744448
142.0,30,77.782108
192.0,30,77.809139
171.0,30,77.837931
187.0,30,77.863161
179.0,30,77.901524
172.0,21,77.920857
187.0,30,77.95325
179.0,30,77.983784
187.0,30,78.024313
192.0,30,78.061058
179.0,30,78.09393
179.0,30,78.120114
155.0,30,78.155932
163.0,30,78.185604
58.0,4,78.188753
179.0,30,78.219293
123.0,30,78.258703
106.0,9,78.268474
179.0,30,78.305947
187.0,30,78.337187
193.0,26,78.37447
174.0,30,78.409111
187.0,30,78.443134
171.0,30,78.478029
192.0,30,78.516813
171.0,30,78.547435
79.0,7,78.554661
192.0,30,78.585863
171.0,30,78.620858
115.0,30,78.652224
142.0,30,78.682065
157.0,17,78.697377
139.0,30,78.733416
179.0,30,78.764842
171.0,30,78.794039
179.0,30,78.823323
171.0,30,78.860183
179.0,30,78.892889
171.0,30,78.926565
192.0,30,78.957249
171.0,19,78.984876
150.0,16,79.002996
192.0,30,79.042593
187.0,30,79.078095
187.0,30,79.123013
163.0,30,79.171262
163.0,30,79.230167
166.0,30,79.260477
179.0,30,79.299139
187.0,30,79.330751
164.0,18,79.351789
171.0,30,79.383016
182.0,30,79.428066
192.0,30,79.463499
187.0,30,79.501448
187.0,30,79.538188
192.0,30,79.585447
179.0,30,79.618278
222.0,26,79.644268
187.0,30,79.684139
92.0,10,79.703839
187.0,30,79.73955
163.0,30,79.779029
192.0,30,79.816684
179.0,30,79.85886
187.0,30,79.889756
182.0,30,79.922884
171.0,30,79.953968
171.0,30,79.994772
179.0,30,80.026226
139.0,30,80.065717
142.0,16,80.084034
128.0,14,80.102265
155.0,30,80.136554
192.0,30,80.173638
187.0,30,80.210644
192.0,30,80.263216
171.0,30,80.335931
179.0,30,80.368834
147.0,30,80.400445
217.0,30,80.43836
187.0,30,80.473432
171.0,30,80.512404
187.0,30,80.544816
174.0,30,80.580212
158.0,30,80.614863
187.0,30,80.645337
171.0,30,80.680193
192.0,30,80.723967
57.0,2,80.728169
171.0,30,80.765294
179.0,30,80.801563
153.0,30,80.840535
171.0,30,80.876014
192.0,30,80.911411
163.0,30,80.950725
179.0,30,80.989355
192.0,30,81.025257
179.0,30,81.055832
179.0,30,81.087759
192.0,30,81.12032
192.0,30,81.154396
187.0,30,81.185606
171.0,30,81.216957
155.0,30,81.250855
187.0,30,81.280885
65.0,5,81.284638
187.0,30,81.310871
171.0,30,81.350495
171.0,30,81.380837
192.0,22,81.404587
192.0,30,81.432673
179.0,30,81.473197
182.0,30,81.505809
179.0,30,81.538572
187.0,30,81.566619
187.0,30,81.604631
171.0,30,81.631255
192.0,30,81.66615
171.0,30,81.699846
131.0,30,81.748201
179.0,30,81.78261
147.0,30,81.8191
171.0,30,81.851252
192.0,30,81.894556
179.0,30,81.923994
171.0,30,81.961152
192.0,30,81.992178
179.0,30,82.030707
179.0,30,82.061833
147.0,30,82.094429
64.0,3,82.097448
179.0,30,82.133234
139.0,30,82.174139
179.0,30,82.208628
179.0,30,82.243749
129.0,13,82.262734
179.0,30,82.295623
171.0,30,82.328856
187.0,30,82.358954
147.0,30,82.397657
187.0,30,82.432105
179.0,30,82.475029
174.0,30,82.514407
192.0,30,82.555206
187.0,30,82.586686
147.0,30,82.621982
179.0,30,82.653812
171.0,30,82.691817
187.0,30,82.719502
187.0,30,82.753596
155.0,30,82.779877
150.0,30,82.820021
113.0,13,82.832782
174.0,30,82.864233
182.0,30,82.892689
179.0,30,82.934634
187.0,30,82.963797
238.0,30,82.993706
187.0,30,83.026306
126.0,30,83.064382
171.0,30,83.096882
147.0,30,83.127127
163.0,30,83.153758
171.0,30,83.197688
192.0,30,83.229793
187.0,30,83.26037
97.0,13,83.271931
113.0,13,83.289818
171.0,30,83.327203
187.0,30,83.358516
171.0,30,83.395753
150.0,16,83.418867
187.0,30,83.448729
187.0,30,83.482585
192.0,30,83.51565
166.0,30,83.554709
187.0,30,83.585558
87.0,7,83.595489
192.0,30,83.626002
155.0,30,83.666039
155.0,30,83.699066
171.0,30,83.735085
179.0,30,83.766323
142.0,30,83.805504
161.0,30,83.83394
179.0,30,83.863777
147.0,30,83.893885
179.0,30,83.935405
187.0,30,83.966025
217.0,28,83.995795
192.0,30,84.030035
155.0,30,84.075451
171.0,30,84.111441
171.0,30,84.142562
217.0,26,84.171618
163.0,30,84.208224
179.0,30,84.240343
171.0,30,84.267545
171.0,30,84.299011
171.0,30,84.335087
179.0,30,84.366874
116.0,13,84.37972
178.0,20,84.400825
192.0,22,84.433868
85.0,6,84.438246
192.0,30,84.474866
182.0,30,84.507794
192.0,30,84.546217
213.0,27,84.574421
171.0,30,84.609623
158.0,30,84.64456
155.0,30,84.687436
174.0,30,84.716893
150.0,30,84.75434
147.0,30,84.787503
187.0,30,84.832786
85.0,6,84.842243
171.0,30,84.885885
187.0,30,84.917363
179.0,30,84.958016
141.0,14,84.970742
178.0,20,84.990976
187.0,30,85.023746
166.0,30,85.06269
187.0,30,85.099428
179.0,30,85.125853
147.0,30,85.158657
171.0,30,85.196488
187.0,30,85.228232
155.0,30,85.255588
147.0,30,85.28967
163.0,30,85.358763
171.0,30,85.387671
192.0,30,85.41299
187.0,30,85.439994
179.0,30,85.477431
182.0,30,85.513319
192.0,30,85.541764
150.0,30,85.574282
150.0,30,85.609779
171.0,30,85.642557
147.0,30,85.671758
163.0,30,85.705774
179.0,30,85.746059
179.0,30,85.778498
171.0,30,85.80654
147.0,30,85.837631
147.0,30,85.877903
179.0,30,85.9129
192.0,30,85.943977
179.0,30,85.972905
166.0,30,86.008632
171.0,30,86.04072
139.0,30,86.069083
187.0,30,86.10373
179.0,30,86.145262
179.0,30,86.180858
64.0,6,86.185799
179.0,30,86.219048
171.0,30,86.255364
174.0,30,86.286792
182.0,30,86.316538
192.0,30,86.349545
192.0,30,86.388017
192.0,30,86.419084
187.0,30,86.447871
179.0,30,86.484812
179.0,30,86.5261
192.0,30,86.558446
166.0,30,86.589742
187.0,30,86.621181
139.0,30,86.658863
179.0,30,86.692332
94.0,8,86.701471
179.0,30,86.730665
174.0,30,86.774073
179.0,30,86.805644
192.0,30,86.838437
174.0,30,86.875283
221.0,29,86.914529
192.0,30,86.94889
171.0,30,86.981939
163.0,30,87.016184
179.0,30,87.06202
139.0,30,87.093955
192.0,30,87.123611
129.0,13,87.139207
187.0,30,87.17771
147.0,30,87.213135
134.0,16,87.230272
139.0,30,87.25821
139.0,30,87.294385
171.0,30,87.324885
187.0,30,87.355834
179.0,30,87.382674
171.0,30,87.422652
139.0,30,87.455761
163.0,30,87.502366
171.0,30,87.539648
166.0,30,87.579514
73.0,5,87.585861
