#{"t_start": 1753633972.2405934, "env_id": "None"}
r,l,t
57.0,5,22.973104
58.0,4,22.980543
58.0,4,22.988075
57.0,5,22.996703
55.0,7,23.007235
57.0,5,23.016945
58.0,4,23.025006
58.0,4,23.032756
59.0,3,23.035645
57.0,2,23.042059
55.0,7,23.052393
56.0,6,23.06151
54.0,8,23.07609
59.0,3,23.082784
54.0,8,23.093539
50.0,1,23.094452
58.0,4,23.101703
54.0,8,23.11637
58.0,4,23.123847
57.0,5,23.131958
58.0,4,23.135744
53.0,9,23.149883
57.0,5,23.157972
50.0,1,23.158894
57.0,2,23.164322
57.0,5,23.170778
58.0,4,23.177206
58.0,4,23.180554
54.0,8,23.194751
54.0,8,23.209164
57.0,5,23.215718
57.0,2,23.217167
57.0,2,23.218546
53.0,9,23.23413
59.0,3,23.246102
59.0,3,23.248585
59.0,3,23.255078
59.0,3,23.264037
58.0,4,23.26735
57.0,5,23.276097
59.0,3,23.283493
59.0,3,23.290341
57.0,2,23.292129
50.0,1,23.293032
57.0,5,23.301127
59.0,3,23.308652
57.0,5,23.316692
50.0,1,23.317597
58.0,4,23.325822
57.0,2,23.327643
58.0,4,23.335652
58.0,4,23.343356
50.0,1,23.344331
59.0,3,23.350911
57.0,2,23.352684
57.0,2,23.354405
57.0,2,23.360478
53.0,9,23.393332
57.0,5,23.40289
57.0,2,23.404987
58.0,4,23.414528
54.0,8,23.42916
56.0,6,23.446393
59.0,3,23.449494
53.0,9,23.470634
58.0,4,23.479903
58.0,4,23.488827
59.0,3,23.491866
54.0,8,23.647148
58.0,4,23.655515
58.0,4,23.659872
57.0,5,23.696479
58.0,4,23.711578
57.0,2,23.723556
59.0,3,23.729032
58.0,4,23.744432
57.0,5,23.758312
59.0,3,23.768631
59.0,3,23.771688
59.0,3,23.779702
53.0,9,23.796012
57.0,5,23.804615
59.0,3,23.807302
53.0,9,23.826732
57.0,5,23.835494
57.0,2,23.8377
57.0,2,23.844461
59.0,3,23.847168
54.0,8,23.863224
57.0,2,23.865082
57.0,2,23.871552
57.0,5,23.880451
53.0,9,23.894521
59.0,3,23.897056
50.0,1,23.897935
58.0,4,23.9052
57.0,5,23.913342
59.0,3,23.920164
54.0,8,23.931128
58.0,4,23.939093
53.0,9,23.955412
59.0,3,23.962413
53.0,9,23.974088
56.0,6,23.986941
59.0,3,23.989475
54.0,8,24.003872
57.0,5,24.011962
58.0,4,24.019177
57.0,5,24.027245
59.0,3,24.029828
57.0,5,24.037838
58.0,4,24.045402
59.0,3,24.052905
57.0,5,24.062114
57.0,2,24.06368
57.0,5,24.072022
59.0,3,24.078813
57.0,5,24.0869
59.0,3,24.08962
58.0,4,24.097989
58.0,4,24.108929
59.0,3,24.11154
59.0,3,24.118335
59.0,3,24.125132
57.0,2,24.12671
53.0,9,24.139651
59.0,3,24.142423
55.0,7,24.156741
59.0,3,24.159352
50.0,1,24.164585
56.0,6,24.173937
57.0,2,24.175725
57.0,5,24.184026
57.0,2,24.189958
58.0,4,24.193391
58.0,4,24.200896
56.0,6,24.21034
50.0,1,24.215489
59.0,3,24.217995
59.0,3,24.225097
58.0,4,24.232174
57.0,5,24.240873
58.0,4,24.244524
56.0,6,24.258404
58.0,4,24.262221
57.0,5,24.270092
58.0,4,24.277121
50.0,1,24.277996
53.0,9,24.291514
58.0,4,24.297359
58.0,4,24.304387
57.0,5,24.312149
53.0,9,24.327112
58.0,4,24.330915
57.0,5,24.345065
58.0,4,24.352853
57.0,2,24.359504
57.0,5,24.369655
50.0,1,24.370815
54.0,8,24.381814
59.0,3,24.388327
59.0,3,24.396045
57.0,5,24.406138
57.0,2,24.408217
50.0,1,24.409132
57.0,5,24.417471
59.0,3,24.424543
59.0,3,24.426823
57.0,5,24.435298
57.0,5,24.443748
59.0,3,24.450431
55.0,7,24.461075
50.0,1,24.466389
58.0,4,24.469812
58.0,4,24.477393
57.0,5,24.485497
58.0,4,24.493006
55.0,7,24.502601
59.0,3,24.508368
58.0,4,24.514236
58.0,4,24.520556
59.0,3,24.523224
50.0,1,24.524126
58.0,4,24.531586
58.0,4,24.539198
58.0,4,24.546676
59.0,3,24.549176
58.0,4,24.556863
57.0,5,24.564965
58.0,4,24.572005
56.0,6,24.580934
52.0,10,24.595687
58.0,4,24.601767
57.0,5,24.609529
57.0,5,24.617
58.0,4,24.626466
57.0,5,24.633664
58.0,4,24.640429
50.0,1,24.64275
57.0,5,24.651382
59.0,3,24.653915
57.0,5,24.661986
50.0,1,24.667043
58.0,4,24.670323
57.0,5,24.679039
58.0,4,24.686609
58.0,4,24.694136
58.0,4,24.701443
50.0,1,24.702357
58.0,4,24.709867
59.0,3,24.712439
58.0,4,24.71977
58.0,4,24.727234
57.0,5,24.733839
59.0,3,24.739039
57.0,5,24.74766
57.0,5,24.755983
58.0,4,24.759276
59.0,3,24.765976
58.0,4,24.773683
50.0,1,24.774698
58.0,4,24.782627
58.0,4,24.790045
57.0,5,24.798275
54.0,8,24.808817
59.0,3,24.815358
58.0,4,24.823025
53.0,9,24.836469
59.0,3,24.844
58.0,4,24.85139
57.0,2,24.853166
57.0,5,24.861465
57.0,5,24.869688
59.0,3,24.876408
57.0,5,24.884519
58.0,4,24.892241
57.0,5,24.900495
54.0,8,24.910889
59.0,3,24.916169
50.0,1,24.917239
57.0,5,24.924445
59.0,3,24.930891
53.0,9,24.940627
59.0,3,24.945929
58.0,4,24.953116
59.0,3,24.955705
54.0,8,24.970455
53.0,9,24.986022
54.0,8,24.996613
59.0,3,25.003204
54.0,8,25.018314
57.0,5,25.026674
58.0,4,25.030951
59.0,3,25.03673
56.0,6,25.04467
57.0,5,25.051226
59.0,3,25.056806
57.0,5,25.064883
57.0,5,25.071755
59.0,3,25.07395
58.0,4,25.080465
59.0,3,25.086874
50.0,1,25.087791
58.0,4,25.095518
59.0,3,25.098049
57.0,5,25.106276
58.0,4,25.113302
57.0,2,25.117899
57.0,2,25.119331
56.0,6,25.127054
50.0,1,25.127845
58.0,4,25.133756
50.0,1,25.134511
55.0,7,25.148553
58.0,4,25.161657
54.0,8,25.17325
57.0,2,25.180673
59.0,3,25.183213
57.0,2,25.190455
57.0,5,25.198869
56.0,6,25.208514
55.0,7,25.219447
57.0,5,25.228685
59.0,3,25.235832
54.0,8,25.246803
50.0,1,25.252068
58.0,4,25.25569
57.0,5,25.264205
58.0,4,25.271876
50.0,1,25.272819
53.0,9,25.290703
50.0,1,25.291678
56.0,6,25.306678
57.0,5,25.315049
59.0,3,25.317619
50.0,1,25.318551
57.0,2,25.324512
54.0,8,25.335102
59.0,3,25.340975
53.0,9,25.354645
58.0,4,25.362768
50.0,1,25.364125
59.0,3,25.366681
57.0,5,25.374854
58.0,4,25.382196
50.0,1,25.383086
58.0,4,25.390397
59.0,3,25.397017
53.0,9,25.413906
50.0,1,25.414929
59.0,3,25.417397
55.0,7,25.432151
53.0,9,25.448651
58.0,4,25.45244
58.0,4,25.469289
57.0,5,25.478169
58.0,4,25.485991
56.0,6,25.495513
54.0,8,25.510889
59.0,3,25.513495
57.0,5,25.522486
58.0,4,25.530116
57.0,5,25.539934
56.0,6,25.548887
54.0,8,25.564667
56.0,6,25.573851
59.0,3,25.581042
57.0,5,25.589818
53.0,9,25.605814
54.0,8,25.61752
55.0,7,25.634736
50.0,1,25.636333
59.0,3,25.639259
57.0,2,25.645383
50.0,1,25.646155
56.0,6,25.655844
56.0,6,25.666049
58.0,4,25.67417
57.0,5,25.682294
58.0,4,25.689849
59.0,3,25.69673
59.0,3,25.699424
58.0,4,25.707001
59.0,3,25.713573
50.0,1,25.714592
58.0,4,25.722473
57.0,2,25.724211
57.0,5,25.732179
59.0,3,25.741674
58.0,4,25.74552
55.0,7,25.76143
55.0,7,25.771424
50.0,1,25.772381
50.0,1,25.778189
59.0,3,25.781062
56.0,6,25.791445
59.0,3,25.799402
58.0,4,25.808314
59.0,3,25.811135
59.0,3,25.818488
57.0,5,25.828595
58.0,4,25.836815
57.0,5,25.846356
57.0,2,25.848086
57.0,2,25.854063
50.0,1,25.855159
58.0,4,25.86387
54.0,8,25.874999
59.0,3,25.882298
57.0,2,25.884327
53.0,9,25.90056
59.0,3,25.914042
50.0,1,25.915268
59.0,3,25.918168
56.0,6,25.937581
57.0,5,25.957687
59.0,3,25.962235
58.0,4,25.971895
54.0,8,26.008979
58.0,4,26.012998
57.0,2,26.02029
50.0,1,26.021374
59.0,3,26.031458
50.0,1,26.032619
58.0,4,26.044044
59.0,3,26.047289
57.0,5,26.062712
57.0,5,26.073035
54.0,8,26.093343
54.0,8,26.107133
59.0,3,26.11578
59.0,3,26.127589
57.0,5,26.145899
59.0,3,26.158142
59.0,3,26.166285
54.0,8,26.176971
57.0,2,26.182123
59.0,3,26.1843
53.0,9,26.225171
50.0,1,26.227437
57.0,5,26.24042
57.0,2,26.250406
50.0,1,26.252059
57.0,2,26.254985
56.0,6,26.277771
57.0,5,26.290854
57.0,5,26.301727
58.0,4,26.305257
58.0,4,26.314785
58.0,4,26.3227
59.0,3,26.329459
55.0,7,26.340055
57.0,2,26.341909
57.0,2,26.347961
58.0,4,26.355433
58.0,4,26.358801
50.0,1,26.363812
58.0,4,26.367828
57.0,2,26.374418
50.0,1,26.375466
59.0,3,26.382363
57.0,5,26.391107
57.0,2,26.392987
58.0,4,26.400601
59.0,3,26.403131
55.0,7,26.418276
59.0,3,26.420937
54.0,8,26.440664
57.0,2,26.443046
57.0,5,26.451997
57.0,5,26.46246
59.0,3,26.471798
57.0,5,26.482307
57.0,5,26.493645
58.0,4,26.503244
58.0,4,26.51226
58.0,4,26.51598
57.0,5,26.525389
54.0,8,26.541737
50.0,1,26.542769
59.0,3,26.550126
56.0,6,26.562187
56.0,6,26.571861
50.0,1,26.572872
59.0,3,26.581097
57.0,2,26.582832
54.0,8,26.599473
50.0,1,26.60049
56.0,6,26.610224
59.0,3,26.617304
59.0,3,26.626361
50.0,1,26.627869
59.0,3,26.631756
58.0,4,26.641753
58.0,4,26.650063
56.0,6,26.662306
59.0,3,26.668676
58.0,4,26.677086
50.0,1,26.678099
57.0,5,26.686834
58.0,4,26.694623
57.0,2,26.696449
55.0,7,26.707448
57.0,2,26.713573
55.0,7,26.723667
50.0,1,26.7246
57.0,5,26.733068
57.0,5,26.742359
54.0,8,26.758601
57.0,5,26.767977
59.0,3,26.776067
57.0,5,26.785005
53.0,9,26.798232
58.0,4,26.806443
53.0,9,26.824452
59.0,3,26.83149
50.0,1,26.832726
55.0,7,26.844172
57.0,5,26.853445
57.0,5,26.862396
52.0,10,26.87954
57.0,5,26.887989
58.0,4,26.896468
57.0,5,26.904535
57.0,2,26.90673
50.0,1,26.912408
59.0,3,26.914711
57.0,5,26.923309
58.0,4,26.932154
58.0,4,26.940366
58.0,4,26.948987
58.0,4,26.951926
50.0,1,26.959613
59.0,3,26.962333
57.0,2,26.96819
50.0,1,26.969312
58.0,4,26.977639
57.0,2,26.97937
57.0,5,26.987517
59.0,3,26.993959
54.0,8,27.00507
59.0,3,27.012153
57.0,5,27.020724
56.0,6,27.030701
50.0,1,27.031662
53.0,9,27.048002
59.0,3,27.053881
58.0,4,27.057171
54.0,8,27.071873
58.0,4,27.079795
57.0,5,27.088537
58.0,4,27.097533
57.0,2,27.099448
57.0,2,27.101187
57.0,5,27.110737
57.0,5,27.120791
56.0,6,27.141796
59.0,3,27.145425
58.0,4,27.152675
58.0,4,27.160654
56.0,6,27.170328
59.0,3,27.177253
58.0,4,27.180776
54.0,8,27.196164
57.0,5,27.205136
53.0,9,27.222652
57.0,5,27.231508
56.0,6,27.239656
50.0,1,27.240591
59.0,3,27.247529
57.0,5,27.256389
59.0,3,27.259088
57.0,2,27.265297
59.0,3,27.267874
57.0,2,27.274072
58.0,4,27.282711
59.0,3,27.285375
58.0,4,27.292153
59.0,3,27.297835
57.0,5,27.306504
50.0,1,27.307528
57.0,5,27.316376
57.0,5,27.325307
58.0,4,27.333447
55.0,7,27.34375
49.0,13,27.366231
57.0,2,27.367912
57.0,5,27.376291
58.0,4,27.383865
58.0,4,27.390744
58.0,4,27.39354
58.0,4,27.399726
57.0,2,27.405592
54.0,8,27.415442
58.0,4,27.421178
58.0,4,27.427286
54.0,8,27.437308
58.0,4,27.444681
57.0,5,27.451284
58.0,4,27.457104
57.0,5,27.464713
57.0,5,27.47274
58.0,4,27.47989
57.0,2,27.481606
55.0,7,27.495043
57.0,2,27.49679
57.0,2,27.498514
57.0,2,27.504063
59.0,3,27.506637
57.0,2,27.512269
57.0,5,27.520594
58.0,4,27.527722
57.0,5,27.535677
58.0,4,27.539388
54.0,8,27.555985
53.0,9,27.572017
57.0,5,27.580651
59.0,3,27.583265
56.0,6,27.597437
58.0,4,27.600847
54.0,8,27.614874
58.0,4,27.623162
57.0,2,27.625172
59.0,3,27.633063
59.0,3,27.635531
58.0,4,27.643391
58.0,4,27.652564
57.0,5,27.661492
53.0,9,27.678792
57.0,2,27.680579
53.0,9,27.693965
58.0,4,27.700761
53.0,9,27.71409
53.0,9,27.725637
50.0,1,27.730502
57.0,5,27.737041
58.0,4,27.739827
58.0,4,27.746269
57.0,2,27.752026
50.0,1,27.753004
57.0,5,27.761267
56.0,6,27.769747
57.0,2,27.771629
50.0,1,27.776871
56.0,6,27.786658
57.0,5,27.795002
57.0,5,27.803244
58.0,4,27.810601
58.0,4,27.813942
57.0,2,27.819751
58.0,4,27.82727
58.0,4,27.830611
59.0,3,27.837121
57.0,5,27.845307
57.0,5,27.853339
54.0,8,27.867789
50.0,1,27.868737
59.0,3,27.871221
57.0,5,27.879565
58.0,4,27.886857
57.0,5,27.895022
58.0,4,27.902456
59.0,3,27.909105
57.0,5,27.917155
58.0,4,27.920372
56.0,6,27.93371
54.0,8,27.945242
57.0,5,27.953995
50.0,1,27.954931
58.0,4,27.965897
53.0,9,27.985134
58.0,4,27.993197
55.0,7,28.003371
59.0,3,28.010024
50.0,1,28.01081
58.0,4,28.016727
58.0,4,28.022708
59.0,3,28.02479
58.0,4,28.03087
58.0,4,28.038609
57.0,2,28.040343
57.0,5,28.04947
58.0,4,28.057413
58.0,4,28.064974
59.0,3,28.06742
50.0,1,28.07268
54.0,8,28.086639
57.0,5,28.095047
58.0,4,28.102924
57.0,5,28.111539
58.0,4,28.119136
53.0,9,28.134773
57.0,5,28.143056
50.0,1,28.144015
50.0,1,28.144926
58.0,4,28.152156
58.0,4,28.159766
57.0,5,28.167962
54.0,8,28.178485
50.0,1,28.182791
58.0,4,28.191011
53.0,9,28.206603
59.0,3,28.213477
55.0,7,28.223638
58.0,4,28.231068
57.0,5,28.239211
57.0,5,28.247354
57.0,5,28.255427
55.0,7,28.265123
57.0,5,28.273411
57.0,5,28.281672
58.0,4,28.289133
50.0,1,28.290086
58.0,4,28.310177
58.0,4,28.364863
50.0,1,28.367568
59.0,3,28.377635
58.0,4,28.381543
57.0,2,28.388548
57.0,5,28.398398
59.0,3,28.401374
57.0,5,28.41321
59.0,3,28.421407
57.0,2,28.42434
56.0,6,28.44306
57.0,5,28.453507
57.0,2,28.457454
57.0,2,28.459903
58.0,4,28.469443
55.0,7,28.492299
53.0,9,28.512827
57.0,5,28.523683
58.0,4,28.542609
53.0,9,28.560988
57.0,2,28.563025
53.0,9,28.603834
57.0,2,28.613112
57.0,5,28.642435
58.0,4,28.647074
59.0,3,28.658392
59.0,3,28.675742
54.0,8,28.686399
57.0,5,28.693708
57.0,2,28.698801
58.0,4,28.701694
57.0,5,28.708807
57.0,5,28.715879
58.0,4,28.721874
59.0,3,28.727818
59.0,3,28.730454
53.0,9,28.745894
56.0,6,28.755134
58.0,4,28.763361
58.0,4,28.771644
58.0,4,28.77923
59.0,3,28.78176
59.0,3,28.78822
54.0,8,28.803445
53.0,9,28.816469
58.0,4,28.824606
50.0,1,28.825533
57.0,5,28.834105
57.0,5,28.842689
59.0,3,28.848633
57.0,2,28.850265
55.0,7,28.862565
57.0,5,28.869432
58.0,4,28.876074
57.0,2,28.877592
59.0,3,28.883138
56.0,6,28.891732
50.0,1,28.892641
58.0,4,28.898983
57.0,5,28.907339
57.0,5,28.915944
57.0,2,28.917717
58.0,4,28.925857
57.0,5,28.934754
59.0,3,28.941652
58.0,4,28.944899
59.0,3,28.951704
57.0,2,28.953506
54.0,8,28.96841
57.0,5,28.976328
58.0,4,28.989071
59.0,3,28.991607
54.0,8,29.009855
57.0,5,29.016815
57.0,2,29.018221
57.0,2,29.022915
58.0,4,29.029544
58.0,4,29.032772
55.0,7,29.046299
59.0,3,29.048333
59.0,3,29.053392
58.0,4,29.059174
57.0,2,29.060915
58.0,4,29.06845
54.0,8,29.083112
58.0,4,29.086407
57.0,5,29.094519
59.0,3,29.101109
53.0,9,29.117511
57.0,2,29.119281
54.0,8,29.133862
58.0,4,29.14113
58.0,4,29.144465
55.0,7,29.157957
50.0,1,29.158881
59.0,3,29.165321
56.0,6,29.174201
54.0,8,29.184695
57.0,5,29.195173
57.0,5,29.204462
59.0,3,29.211674
58.0,4,29.219218
58.0,4,29.226577
53.0,9,29.239557
55.0,7,29.256257
58.0,4,29.264799
53.0,9,29.27631
58.0,4,29.283748
57.0,5,29.291976
59.0,3,29.298654
50.0,1,29.299664
58.0,4,29.307337
50.0,1,29.30832
54.0,8,29.323113
57.0,5,29.331673
53.0,9,29.34317
57.0,5,29.351369
57.0,2,29.357167
59.0,3,29.359776
55.0,7,29.374576
58.0,4,29.382123
57.0,2,29.383874
59.0,3,29.390573
57.0,2,29.39234
57.0,2,29.394006
50.0,1,29.398911
59.0,3,29.401443
57.0,2,29.407361
57.0,5,29.415456
57.0,2,29.417201
57.0,2,29.418896
58.0,4,29.426481
57.0,5,29.434565
56.0,6,29.443723
55.0,7,29.458027
58.0,4,29.465479
57.0,2,29.467282
57.0,2,29.468981
58.0,4,29.476171
58.0,4,29.4836
58.0,4,29.491405
58.0,4,29.498942
55.0,7,29.509416
59.0,3,29.516143
57.0,5,29.524461
58.0,4,29.527861
57.0,5,29.535975
53.0,9,29.551599
58.0,4,29.56627
57.0,5,29.573394
54.0,8,29.586751
58.0,4,29.590141
59.0,3,29.596681
57.0,5,29.604852
56.0,6,29.614085
54.0,8,29.630968
57.0,2,29.632793
59.0,3,29.639706
56.0,6,29.650529
54.0,8,29.665917
53.0,9,29.677738
55.0,7,29.68881
53.0,9,29.702225
53.0,9,29.711969
59.0,3,29.717287
59.0,3,29.722618
57.0,2,29.72423
55.0,7,29.732175
58.0,4,29.738083
59.0,3,29.74501
57.0,5,29.752967
59.0,3,29.755552
57.0,2,29.761271
55.0,7,29.770739
50.0,1,29.77177
58.0,4,29.779244
57.0,2,29.784918
59.0,3,29.787659
55.0,7,29.803877
59.0,3,29.806494
57.0,5,29.814784
59.0,3,29.825478
57.0,2,29.827216
54.0,8,29.844032
57.0,5,29.852311
59.0,3,29.854499
57.0,5,29.862775
58.0,4,29.870155
59.0,3,29.876847
57.0,5,29.885092
58.0,4,29.892552
50.0,1,29.893547
57.0,5,29.902776
50.0,1,29.903719
58.0,4,29.91158
59.0,3,29.914124
57.0,5,29.92241
58.0,4,29.930825
59.0,3,29.93745
50.0,1,29.938352
50.0,1,29.939255
59.0,3,29.945815
59.0,3,29.948301
58.0,4,29.955565
57.0,5,29.963934
58.0,4,29.971434
58.0,4,29.979054
57.0,2,29.980806
50.0,1,29.981695
56.0,6,29.99509
56.0,6,30.004588
58.0,4,30.012815
57.0,5,30.021058
59.0,3,30.023868
50.0,1,30.02481
58.0,4,30.03226
59.0,3,30.039258
55.0,7,30.049252
58.0,4,30.057115
59.0,3,30.063828
54.0,8,30.074944
58.0,4,30.082611
58.0,4,30.090837
58.0,4,30.098836
59.0,3,30.101424
57.0,2,30.107977
57.0,2,30.109899
59.0,3,30.116577
57.0,5,30.124608
53.0,9,30.133842
59.0,3,30.14057
58.0,4,30.14793
58.0,4,30.155565
57.0,2,30.157413
50.0,1,30.158338
55.0,7,30.172323
50.0,1,30.173336
55.0,7,30.184211
53.0,9,30.201853
50.0,1,30.202801
56.0,6,30.212128
58.0,4,30.21989
57.0,5,30.228239
57.0,5,30.236604
53.0,9,30.252734
57.0,2,30.254473
57.0,2,30.260403
50.0,1,30.26138
54.0,8,30.275404
57.0,5,30.283928
50.0,1,30.284925
58.0,4,30.292786
55.0,7,30.301095
59.0,3,30.306162
55.0,7,30.31566
57.0,5,30.323752
50.0,1,30.324699
54.0,8,30.33918
57.0,5,30.348079
58.0,4,30.355884
54.0,8,30.366384
57.0,5,30.374638
59.0,3,30.381652
50.0,1,30.382655
58.0,4,30.390345
57.0,2,30.391794
59.0,3,30.397648
57.0,2,30.399314
54.0,8,30.414783
57.0,5,30.423569
53.0,9,30.439635
57.0,5,30.447742
59.0,3,30.450242
50.0,1,30.451244
57.0,5,30.459962
53.0,9,30.475125
59.0,3,30.481647
58.0,4,30.488604
58.0,4,30.491894
57.0,5,30.499908
58.0,4,30.507157
58.0,4,30.514577
53.0,9,30.529847
53.0,9,30.545039
57.0,2,30.547091
59.0,3,30.55352
50.0,1,30.554461
53.0,9,30.569221
53.0,9,30.581255
57.0,5,30.591185
57.0,5,30.600864
58.0,4,30.609608
58.0,4,30.617675
58.0,4,30.625422
50.0,1,30.626515
59.0,3,30.634733
54.0,8,30.647048
58.0,4,30.654459
57.0,5,30.664156
50.0,1,30.665162
58.0,4,30.678048
59.0,3,30.684528
59.0,3,30.687064
58.0,4,30.695414
57.0,5,30.703744
58.0,4,30.712552
59.0,3,30.715106
54.0,8,30.730019
55.0,7,30.739696
56.0,6,30.752901
59.0,3,30.755478
53.0,9,30.770863
59.0,3,30.77747
55.0,7,30.787141
53.0,9,30.802383
50.0,1,30.803321
57.0,5,30.811466
58.0,4,30.818782
57.0,5,30.826865
59.0,3,30.829356
50.0,1,30.834563
58.0,4,30.837943
55.0,7,30.857128
57.0,5,30.867521
58.0,4,30.878175
50.0,1,30.879372
58.0,4,30.888167
57.0,2,30.890517
58.0,4,30.899678
50.0,1,30.900773
59.0,3,30.910291
58.0,4,30.926501
57.0,5,30.937073
57.0,5,30.948786
58.0,4,30.960959
59.0,3,30.969589
58.0,4,30.981048
54.0,8,30.99659
58.0,4,31.0084
58.0,4,31.018118
50.0,1,31.01927
58.0,4,31.041993
53.0,9,31.063769
50.0,1,31.065197
59.0,3,31.068905
54.0,8,31.094883
50.0,1,31.095784
57.0,2,31.102349
59.0,3,31.105225
54.0,8,31.136082
55.0,7,31.153424
50.0,1,31.154526
58.0,4,31.167157
50.0,1,31.168684
57.0,5,31.183441
59.0,3,31.196066
56.0,6,31.211051
53.0,9,31.227923
56.0,6,31.236902
54.0,8,31.251248
50.0,1,31.252176
56.0,6,31.26071
58.0,4,31.26696
57.0,5,31.275205
57.0,2,31.276832
50.0,1,31.280822
53.0,9,31.290514
55.0,7,31.304928
57.0,5,31.31508
59.0,3,31.318199
57.0,2,31.32482
59.0,3,31.326927
57.0,5,31.333804
54.0,8,31.348387
58.0,4,31.356029
57.0,5,31.364788
57.0,5,31.373487
59.0,3,31.375959
57.0,2,31.381593
58.0,4,31.388712
57.0,5,31.397883
56.0,6,31.406851
57.0,5,31.415432
58.0,4,31.423418
56.0,6,31.432584
56.0,6,31.441377
57.0,2,31.443066
57.0,5,31.451066
59.0,3,31.457456
58.0,4,31.464809
57.0,5,31.472892
50.0,1,31.473812
59.0,3,31.481225
57.0,5,31.49189
58.0,4,31.495623
59.0,3,31.502177
50.0,1,31.503072
57.0,5,31.511339
55.0,7,31.526069
54.0,8,31.537183
58.0,4,31.54456
59.0,3,31.551041
58.0,4,31.55432
56.0,6,31.567001
57.0,5,31.575449
57.0,5,31.584096
57.0,2,31.58599
50.0,1,31.586969
57.0,5,31.595897
50.0,1,31.596899
59.0,3,31.603925
58.0,4,31.611816
59.0,3,31.614508
50.0,1,31.619837
53.0,9,31.634897
58.0,4,31.643776
59.0,3,31.651011
50.0,1,31.652724
53.0,9,31.676395
50.0,1,31.677385
57.0,2,31.678845
59.0,3,31.685061
59.0,3,31.692211
55.0,7,31.702631
58.0,4,31.710283
59.0,3,31.712827
58.0,4,31.72046
50.0,1,31.721482
57.0,2,31.727915
57.0,5,31.736269
54.0,8,31.746939
59.0,3,31.754427
59.0,3,31.761224
57.0,2,31.763012
58.0,4,31.770442
55.0,7,31.780268
50.0,1,31.781076
57.0,5,31.789301
55.0,7,31.803198
56.0,6,31.812203
57.0,5,31.820208
59.0,3,31.826861
50.0,1,31.827698
57.0,5,31.836096
59.0,3,31.838603
58.0,4,31.845615
58.0,4,31.852709
55.0,7,31.862173
56.0,6,31.87496
58.0,4,31.878246
58.0,4,31.885392
59.0,3,31.891784
57.0,5,31.899686
59.0,3,31.902153
58.0,4,31.909296
58.0,4,31.916344
57.0,5,31.924196
59.0,3,31.931003
59.0,3,31.933503
58.0,4,31.941173
58.0,4,31.948595
57.0,2,31.950324
53.0,9,31.966066
57.0,5,31.97447
59.0,3,31.980975
59.0,3,31.983528
55.0,7,31.997271
56.0,6,32.006525
57.0,5,32.014599
58.0,4,32.021001
58.0,4,32.023741
55.0,7,32.035308
56.0,6,32.044286
57.0,5,32.052464
57.0,5,32.060773
58.0,4,32.068214
58.0,4,32.075525
57.0,2,32.077315
50.0,1,32.078208
57.0,5,32.086438
57.0,5,32.094692
59.0,3,32.101255
50.0,1,32.102169
58.0,4,32.109535
57.0,2,32.111399
53.0,9,32.127417
57.0,2,32.129169
59.0,3,32.135667
58.0,4,32.143614
56.0,6,32.152537
57.0,2,32.154258
58.0,4,32.161761
59.0,3,32.168486
58.0,4,32.176083
59.0,3,32.178644
58.0,4,32.185938
56.0,6,32.194893
58.0,4,32.202176
72.0,6,32.211088
85.0,6,32.218425
126.0,19,32.249487
169.0,24,32.288054
50.0,1,32.289102
171.0,30,32.34302
49.0,13,32.366418
176.0,19,32.398051
165.0,29,32.442255
74.0,15,32.467959
59.0,3,32.475956
57.0,5,32.484336
84.0,10,32.503501
179.0,30,32.551528
154.0,20,32.58394
119.0,23,32.620588
209.0,30,32.673222
52.0,10,32.68777
53.0,9,32.698938
171.0,30,32.747568
209.0,30,32.801765
55.0,13,32.827401
57.0,2,32.829595
57.0,2,32.835424
174.0,30,32.881766
142.0,30,32.92969
58.0,4,32.937743
56.0,6,32.946694
192.0,30,32.996172
53.0,9,33.01254
147.0,30,33.061879
57.0,5,33.070247
90.0,15,33.09474
147.0,30,33.142589
171.0,30,33.189417
171.0,30,33.236405
59.0,3,33.23902
147.0,30,33.282242
171.0,30,33.338296
192.0,30,33.383193
56.0,6,33.391267
131.0,30,33.542823
57.0,2,33.551541
54.0,8,33.565358
163.0,30,33.664696
155.0,30,33.766201
59.0,3,33.777784
179.0,30,33.83063
150.0,16,33.856135
192.0,30,33.906477
174.0,30,33.954933
-45.0,30,34.001325
115.0,30,34.045213
58.0,4,34.05257
50.0,1,34.053537
57.0,2,34.059772
184.0,22,34.087915
163.0,30,34.137029
171.0,30,34.18344
187.0,30,34.227896
54.0,8,34.240453
59.0,3,34.242614
58.0,4,34.24945
171.0,30,34.294502
171.0,30,34.35132
139.0,30,34.399878
59.0,3,34.40666
171.0,30,34.45505
163.0,30,34.503093
58.0,4,34.506483
58.0,4,34.513792
187.0,30,34.563593
179.0,30,34.613235
59.0,3,34.620125
163.0,30,34.675858
179.0,30,34.725586
192.0,30,34.775368
179.0,30,34.823398
59.0,3,34.825939
192.0,30,34.873233
55.0,7,34.886623
190.0,21,34.918906
58.0,4,34.926572
57.0,2,34.928492
56.0,6,34.938174
171.0,30,34.987921
155.0,30,35.036432
179.0,30,35.081115
171.0,30,35.130229
59.0,3,35.136722
171.0,30,35.191072
50.0,1,35.191881
147.0,30,35.239435
171.0,30,35.288078
58.0,4,35.295424
171.0,30,35.347073
192.0,30,35.396986
