#{"t_start": 1753633972.2405934, "env_id": "None"}
r,l,t
57.0,2,12.992723
57.0,5,13.000017
58.0,4,13.005838
55.0,7,13.015608
58.0,4,13.023082
58.0,4,13.02915
59.0,3,13.03125
55.0,7,13.0443
59.0,3,13.046939
59.0,3,13.053673
50.0,1,13.054585
55.0,7,13.064224
57.0,5,13.071983
59.0,3,13.077379
57.0,5,13.084074
58.0,4,13.091601
55.0,7,13.101685
55.0,7,13.112759
58.0,4,13.115591
59.0,3,13.120802
57.0,2,13.122203
59.0,3,13.128211
50.0,1,13.129094
59.0,3,13.135244
50.0,1,13.136132
57.0,5,13.144083
59.0,3,13.150451
59.0,3,13.152969
59.0,3,13.159482
57.0,2,13.161183
59.0,3,13.167629
52.0,10,13.184591
58.0,4,13.196143
55.0,7,13.206678
57.0,5,13.214986
57.0,5,13.228749
56.0,6,13.240613
58.0,4,13.249711
58.0,4,13.255996
57.0,5,13.264606
57.0,5,13.272886
58.0,4,13.280404
58.0,4,13.283683
57.0,2,13.289369
58.0,4,13.296581
56.0,6,13.305917
58.0,4,13.313282
54.0,8,13.32415
59.0,3,13.330688
58.0,4,13.338512
57.0,2,13.340307
59.0,3,13.346783
54.0,8,13.357332
57.0,2,13.36302
57.0,5,13.372374
57.0,2,13.374521
57.0,2,13.376603
55.0,7,13.391665
59.0,3,13.394166
58.0,4,13.401508
58.0,4,13.40907
58.0,4,13.414947
55.0,7,13.424979
52.0,10,13.44313
57.0,2,13.449251
57.0,5,13.457199
57.0,5,13.465561
57.0,5,13.473615
58.0,4,13.476842
57.0,5,13.484707
53.0,9,13.501313
56.0,6,13.512134
58.0,4,13.518847
58.0,4,13.524901
59.0,3,13.53038
58.0,4,13.533107
59.0,3,13.538265
58.0,4,13.544099
58.0,4,13.551374
55.0,7,13.561203
50.0,1,13.562122
58.0,4,13.569445
58.0,4,13.577307
50.0,1,13.578369
59.0,3,13.585199
59.0,3,13.587749
57.0,2,13.594096
50.0,1,13.595063
59.0,3,13.597311
58.0,4,13.607133
58.0,4,13.614574
57.0,5,13.624331
56.0,6,13.633543
52.0,10,13.650024
50.0,1,13.650982
57.0,5,13.660842
57.0,5,13.847501
56.0,6,13.875722
50.0,1,13.876981
57.0,5,13.89123
57.0,5,13.90951
59.0,3,13.912018
54.0,8,13.927449
50.0,1,13.928396
59.0,3,13.934982
58.0,4,13.943769
53.0,9,13.970882
57.0,2,13.982055
57.0,5,14.023412
55.0,7,14.041075
59.0,3,14.049637
57.0,2,14.051356
59.0,3,14.058048
57.0,5,14.066459
57.0,5,14.074722
57.0,5,14.083097
58.0,4,14.090906
58.0,4,14.094228
59.0,3,14.100669
57.0,5,14.108861
57.0,2,14.11059
59.0,3,14.117598
59.0,3,14.124552
54.0,8,14.135693
53.0,9,14.151906
59.0,3,14.158631
59.0,3,14.161446
57.0,5,14.169683
57.0,5,14.178578
59.0,3,14.185963
57.0,2,14.187912
53.0,9,14.204915
50.0,1,14.206006
59.0,3,14.213449
57.0,5,14.222871
50.0,1,14.22428
59.0,3,14.229758
57.0,5,14.236363
59.0,3,14.238477
59.0,3,14.245905
50.0,12,14.265693
59.0,3,14.272337
58.0,4,14.27829
55.0,7,14.286303
58.0,4,14.292103
53.0,9,14.304846
54.0,8,14.315021
58.0,4,14.322068
59.0,3,14.328306
57.0,2,14.330029
58.0,4,14.34182
59.0,3,14.343899
57.0,5,14.353091
50.0,1,14.359318
59.0,3,14.361614
57.0,5,14.370234
50.0,1,14.371142
57.0,5,14.379177
58.0,4,14.38642
58.0,4,14.393623
56.0,6,14.402339
57.0,5,14.410351
57.0,5,14.418547
56.0,6,14.427587
56.0,6,14.441178
59.0,3,14.443835
58.0,4,14.451798
59.0,3,14.458725
57.0,5,14.466892
55.0,7,14.476855
57.0,5,14.485469
58.0,4,14.493004
53.0,9,14.508269
58.0,4,14.511731
57.0,5,14.519737
58.0,4,14.526766
59.0,3,14.532082
57.0,2,14.533471
58.0,4,14.54084
50.0,1,14.541615
56.0,6,14.548812
57.0,2,14.553303
54.0,8,14.563759
55.0,7,14.578244
58.0,4,14.585876
59.0,3,14.588773
57.0,5,14.599734
57.0,2,14.605473
58.0,4,14.608934
55.0,7,14.624895
50.0,1,14.6259
59.0,3,14.632448
58.0,4,14.635797
58.0,4,14.643244
57.0,5,14.651427
57.0,2,14.65714
58.0,4,14.660553
57.0,5,14.669449
58.0,4,14.677201
57.0,5,14.685631
58.0,4,14.693377
50.0,1,14.694377
58.0,4,14.701956
58.0,4,14.709444
57.0,2,14.71126
58.0,4,14.719054
50.0,1,14.720001
59.0,3,14.726645
58.0,4,14.734332
57.0,2,14.736126
57.0,5,14.744432
55.0,7,14.754262
54.0,8,14.76897
58.0,4,14.776222
59.0,3,14.778736
58.0,4,14.78602
57.0,5,14.794203
57.0,5,14.802493
57.0,5,14.810664
57.0,5,14.818839
57.0,5,14.827386
58.0,4,14.83481
59.0,3,14.841588
50.0,1,14.842547
54.0,8,14.853513
58.0,4,14.861467
57.0,2,14.867222
58.0,4,14.870549
58.0,4,14.877886
59.0,3,14.884403
57.0,2,14.886122
58.0,4,14.893668
57.0,5,14.901901
58.0,4,14.909881
57.0,5,14.918143
55.0,7,14.929062
58.0,4,14.93592
57.0,5,14.944426
58.0,4,14.951885
50.0,1,14.952823
59.0,3,14.959401
55.0,7,14.969063
54.0,8,14.983511
58.0,4,14.986834
58.0,4,14.994159
57.0,2,14.999983
58.0,4,15.003291
57.0,5,15.01138
58.0,4,15.01857
57.0,5,15.026591
59.0,3,15.033192
58.0,4,15.0405
57.0,2,15.042284
53.0,9,15.057485
58.0,4,15.065649
57.0,5,15.073846
57.0,5,15.082537
58.0,4,15.085878
57.0,2,15.09174
57.0,5,15.099889
50.0,1,15.100827
58.0,4,15.108486
57.0,5,15.116677
59.0,3,15.119137
57.0,5,15.127402
57.0,5,15.13533
50.0,1,15.140591
58.0,4,15.144831
59.0,3,15.152568
57.0,2,15.154181
58.0,4,15.161673
52.0,10,15.184005
59.0,3,15.193597
58.0,4,15.201193
57.0,2,15.203188
59.0,3,15.210391
57.0,2,15.212165
57.0,5,15.220285
56.0,6,15.229344
57.0,5,15.237204
53.0,9,15.253183
57.0,5,15.261745
50.0,1,15.262667
54.0,8,15.27598
58.0,4,15.282088
53.0,9,15.294128
50.0,1,15.299006
57.0,2,15.300541
54.0,8,15.312465
57.0,5,15.320754
57.0,5,15.329303
59.0,3,15.332103
59.0,3,15.339235
50.0,1,15.340246
57.0,5,15.348854
58.0,4,15.356758
53.0,9,15.373733
57.0,5,15.382195
58.0,4,15.385565
59.0,3,15.392217
53.0,9,15.407903
57.0,5,15.415509
59.0,3,15.41761
50.0,1,15.421557
50.0,1,15.422369
59.0,3,15.424459
54.0,8,15.438659
57.0,5,15.446728
54.0,8,15.461637
57.0,5,15.470439
57.0,5,15.478625
59.0,3,15.4812
59.0,3,15.48771
50.0,1,15.488718
59.0,3,15.495356
58.0,4,15.498732
58.0,4,15.506789
59.0,3,15.512869
59.0,3,15.514946
56.0,6,15.526783
58.0,4,15.530063
58.0,4,15.537029
59.0,3,15.543209
59.0,3,15.545633
58.0,4,15.552567
57.0,2,15.557975
55.0,7,15.567288
58.0,4,15.576103
57.0,5,15.583982
58.0,4,15.593108
59.0,3,15.595672
58.0,4,15.604334
55.0,7,15.614201
58.0,4,15.6218
53.0,9,15.637227
57.0,2,15.638931
54.0,8,15.652579
58.0,4,15.659568
55.0,7,15.669034
59.0,3,15.675584
58.0,4,15.682671
57.0,5,15.690924
57.0,5,15.698832
59.0,3,15.701297
54.0,8,15.71572
57.0,5,15.723908
57.0,5,15.73277
58.0,4,15.740056
59.0,3,15.742577
57.0,5,15.750523
58.0,4,15.758085
57.0,5,15.766604
57.0,2,15.76829
57.0,5,15.776592
58.0,4,15.784028
50.0,1,15.784919
50.0,1,15.789843
58.0,4,15.793155
58.0,4,15.800457
58.0,4,15.807707
58.0,4,15.815004
52.0,10,15.831134
58.0,4,15.839009
55.0,7,15.848906
58.0,4,15.855864
57.0,5,15.863889
54.0,8,15.874544
58.0,4,15.881738
58.0,4,15.889016
57.0,5,15.89698
58.0,4,15.904069
58.0,4,15.911471
58.0,4,15.914779
50.0,1,15.920303
57.0,2,15.92705
58.0,4,15.936092
50.0,1,15.937006
58.0,4,15.943095
58.0,4,15.949761
50.0,1,15.950776
58.0,4,15.958143
58.0,4,15.961404
59.0,3,15.967541
55.0,7,15.977189
57.0,5,15.985655
53.0,9,16.001797
55.0,7,16.022078
57.0,5,16.030987
58.0,4,16.034283
54.0,8,16.048944
58.0,4,16.056373
58.0,4,16.063669
54.0,8,16.074843
56.0,6,16.083807
58.0,4,16.089712
57.0,5,16.097171
57.0,5,16.103942
57.0,5,16.112312
57.0,5,16.120401
57.0,5,16.128628
58.0,4,16.13581
58.0,4,16.152766
54.0,8,16.215763
58.0,4,16.226876
59.0,3,16.235173
58.0,4,16.245025
57.0,5,16.256949
58.0,4,16.26097
55.0,7,16.280144
57.0,5,16.296531
58.0,4,16.30559
57.0,5,16.316025
56.0,6,16.32774
59.0,3,16.330873
58.0,4,16.34858
59.0,3,16.36316
52.0,10,16.388944
53.0,9,16.419056
59.0,3,16.423115
56.0,6,16.438116
58.0,4,16.45013
50.0,1,16.451797
59.0,3,16.463005
57.0,2,16.465726
55.0,7,16.494229
56.0,6,16.506601
59.0,3,16.514144
54.0,8,16.526492
57.0,5,16.535407
57.0,2,16.541507
59.0,3,16.544075
50.0,1,16.544974
59.0,3,16.551527
50.0,1,16.552428
50.0,1,16.553323
57.0,2,16.559471
57.0,2,16.561246
59.0,3,16.56787
59.0,3,16.570325
57.0,5,16.578582
57.0,5,16.588306
53.0,9,16.607081
57.0,5,16.617871
59.0,3,16.626274
58.0,4,16.635104
54.0,8,16.646042
57.0,2,16.652233
50.0,1,16.653214
55.0,7,16.663117
54.0,8,16.67756
55.0,7,16.687151
59.0,3,16.694304
59.0,3,16.69697
58.0,4,16.704543
59.0,3,16.711347
56.0,6,16.720024
56.0,6,16.728948
57.0,2,16.734495
58.0,4,16.737781
58.0,4,16.745368
57.0,5,16.75341
57.0,2,16.759146
57.0,2,16.760894
57.0,5,16.768883
59.0,3,16.775641
57.0,5,16.783653
55.0,7,16.793727
56.0,6,16.802631
50.0,1,16.80361
58.0,4,16.811755
57.0,5,16.820174
57.0,5,16.828522
50.0,1,16.829489
55.0,7,16.845537
53.0,9,16.860498
59.0,3,16.862732
59.0,3,16.869244
57.0,5,16.877635
58.0,4,16.885191
58.0,4,16.888573
56.0,6,16.901995
53.0,9,16.913695
56.0,6,16.926736
57.0,2,16.928738
53.0,9,16.944221
57.0,5,16.952272
57.0,2,16.95395
57.0,2,16.959428
57.0,5,16.96661
54.0,8,16.975304
59.0,3,16.981222
55.0,7,16.990398
56.0,6,16.998897
57.0,2,17.004377
59.0,3,17.006784
52.0,10,17.029496
58.0,4,17.037091
58.0,4,17.045291
57.0,2,17.047012
55.0,7,17.060344
58.0,4,17.067341
58.0,4,17.070707
55.0,7,17.084648
59.0,3,17.087298
57.0,5,17.095529
57.0,5,17.103814
58.0,4,17.111392
53.0,9,17.126474
57.0,5,17.133059
57.0,2,17.134882
57.0,5,17.143489
58.0,4,17.151103
55.0,7,17.165314
55.0,7,17.173551
59.0,3,17.178922
59.0,3,17.181042
57.0,5,17.189292
58.0,4,17.196734
58.0,4,17.20417
58.0,4,17.211569
57.0,2,17.213508
59.0,3,17.220428
58.0,4,17.223828
58.0,4,17.231398
59.0,3,17.238013
57.0,5,17.246322
55.0,7,17.256181
58.0,4,17.263857
58.0,4,17.272058
58.0,4,17.280282
55.0,7,17.295189
59.0,3,17.301692
54.0,8,17.312449
57.0,5,17.320536
50.0,1,17.321505
50.0,1,17.326934
57.0,5,17.33542
54.0,8,17.346168
58.0,4,17.353476
56.0,6,17.362328
59.0,3,17.36765
58.0,4,17.37458
58.0,4,17.377929
59.0,3,17.384505
53.0,9,17.398105
59.0,3,17.400198
57.0,2,17.405007
57.0,5,17.411777
50.0,1,17.412556
57.0,5,17.419191
57.0,5,17.426093
58.0,4,17.432066
59.0,3,17.434129
58.0,4,17.440173
58.0,4,17.446684
59.0,3,17.453056
59.0,3,17.455187
58.0,4,17.46138
56.0,6,17.468818
58.0,4,17.475455
58.0,4,17.481569
57.0,2,17.483045
50.0,1,17.483785
58.0,4,17.490981
55.0,7,17.50561
54.0,8,17.516433
59.0,3,17.522944
58.0,4,17.530808
58.0,4,17.533931
54.0,8,17.546888
54.0,8,17.560004
57.0,5,17.56758
54.0,8,17.578169
50.0,1,17.579351
57.0,2,17.586103
58.0,4,17.594723
59.0,3,17.597131
57.0,5,17.607409
58.0,4,17.615612
57.0,2,17.617349
58.0,4,17.626377
59.0,3,17.633482
59.0,3,17.636053
58.0,4,17.644244
55.0,7,17.658165
54.0,8,17.668785
58.0,4,17.677229
59.0,3,17.684921
56.0,6,17.694212
56.0,6,17.703068
58.0,4,17.710889
57.0,5,17.719208
58.0,4,17.72671
54.0,8,17.737323
59.0,3,17.744006
50.0,1,17.744944
56.0,6,17.754225
55.0,7,17.768345
57.0,5,17.776603
57.0,5,17.784915
58.0,4,17.788296
58.0,4,17.795839
58.0,4,17.803334
59.0,3,17.810024
58.0,4,17.813363
56.0,6,17.826661
56.0,6,17.836749
57.0,2,17.838808
58.0,4,17.851261
57.0,2,17.853046
59.0,3,17.859858
59.0,3,17.868284
50.0,1,17.869361
59.0,3,17.872125
57.0,5,17.881176
58.0,4,17.888675
53.0,9,17.904402
58.0,4,17.912052
57.0,2,17.913805
50.0,1,17.914695
58.0,4,17.921801
57.0,5,17.930528
58.0,4,17.937683
58.0,4,17.945878
57.0,5,17.955417
56.0,6,17.966105
57.0,5,17.976267
53.0,9,17.994801
57.0,2,17.996863
59.0,3,18.004483
58.0,4,18.012563
58.0,4,18.015814
58.0,4,18.023101
57.0,5,18.031199
59.0,3,18.038084
59.0,3,18.041292
55.0,7,18.055883
53.0,9,18.070918
58.0,4,18.074244
59.0,3,18.080701
58.0,4,18.087933
59.0,3,18.090451
59.0,3,18.096945
54.0,8,18.111238
59.0,3,18.113787
50.0,1,18.114638
59.0,3,18.12098
54.0,8,18.135188
50.0,1,18.13617
50.0,1,18.137056
57.0,5,18.145398
57.0,5,18.153815
58.0,4,18.161839
56.0,6,18.171095
53.0,9,18.18762
53.0,9,18.203161
57.0,5,18.211581
50.0,1,18.21255
57.0,5,18.220685
50.0,1,18.221806
58.0,4,18.229503
53.0,9,18.245293
58.0,4,18.24865
58.0,4,18.255917
59.0,3,18.262548
58.0,4,18.269927
57.0,5,18.278172
58.0,4,18.281506
57.0,2,18.287342
59.0,3,18.289947
56.0,6,18.303094
57.0,5,18.31127
56.0,6,18.320356
59.0,3,18.322902
59.0,3,18.329492
58.0,4,18.336456
53.0,9,18.350756
52.0,10,18.366403
57.0,5,18.374558
56.0,6,18.383239
50.0,1,18.384139
59.0,3,18.39042
58.0,4,18.393662
54.0,8,18.407616
59.0,3,18.413923
57.0,2,18.415614
57.0,5,18.423431
58.0,4,18.430829
57.0,5,18.438772
53.0,9,18.453508
59.0,3,18.456247
58.0,4,18.463412
58.0,4,18.470657
58.0,4,18.478245
50.0,1,18.479201
57.0,5,18.487176
53.0,9,18.502728
58.0,4,18.506051
54.0,8,18.520343
58.0,4,18.528453
56.0,6,18.538496
58.0,4,18.546001
58.0,4,18.553173
58.0,4,18.556209
59.0,3,18.561888
57.0,5,18.569827
56.0,6,18.578353
57.0,2,18.584047
53.0,9,18.59868
53.0,9,18.615784
59.0,3,18.624752
57.0,2,18.62723
58.0,4,18.64404
59.0,3,18.671012
58.0,4,18.675081
58.0,4,18.684387
59.0,3,18.695003
59.0,3,18.698236
57.0,5,18.710553
58.0,4,18.720616
58.0,4,18.730346
50.0,1,18.731458
56.0,6,18.753488
50.0,1,18.763532
58.0,4,18.767286
57.0,5,18.77754
59.0,3,18.785363
54.0,8,18.803042
59.0,3,18.807817
58.0,4,18.819647
58.0,4,18.831484
55.0,7,18.845154
58.0,4,18.856297
57.0,2,18.858689
57.0,5,18.881747
58.0,4,18.889596
57.0,5,18.899183
50.0,1,18.900211
50.0,1,18.905545
59.0,3,18.908389
58.0,4,18.92713
54.0,8,18.956697
57.0,5,18.970775
57.0,5,18.983607
53.0,9,19.000899
59.0,3,19.011678
50.0,1,19.012839
58.0,4,19.021759
58.0,4,19.029326
59.0,3,19.031839
58.0,4,19.039118
57.0,5,19.04766
54.0,8,19.062341
57.0,2,19.064064
58.0,4,19.071774
57.0,5,19.080035
57.0,2,19.081477
56.0,6,19.09287
57.0,5,19.101046
50.0,1,19.102098
50.0,1,19.103003
57.0,5,19.111346
57.0,5,19.120193
59.0,3,19.126646
59.0,3,19.129158
59.0,3,19.135515
58.0,4,19.143079
57.0,2,19.144904
57.0,5,19.153173
50.0,1,19.154087
55.0,7,19.167595
57.0,2,19.169322
58.0,4,19.176834
56.0,6,19.185916
57.0,5,19.194258
58.0,4,19.201404
57.0,2,19.203061
57.0,2,19.209375
53.0,9,19.220532
55.0,7,19.235287
55.0,7,19.245684
58.0,4,19.253745
56.0,6,19.263056
57.0,5,19.271161
50.0,1,19.272256
59.0,3,19.278857
53.0,9,19.295433
55.0,7,19.314838
58.0,4,19.323153
58.0,4,19.331059
58.0,4,19.339384
50.0,1,19.340439
57.0,2,19.342175
57.0,2,19.348619
57.0,2,19.350442
56.0,6,19.360351
50.0,1,19.361298
50.0,1,19.366913
59.0,3,19.369646
57.0,2,19.375968
59.0,3,19.37873
57.0,5,19.387552
50.0,1,19.388621
58.0,4,19.396638
52.0,10,19.414307
50.0,1,19.415304
58.0,4,19.422981
57.0,5,19.431597
59.0,3,19.438091
54.0,8,19.449632
58.0,4,19.457136
57.0,2,19.463445
59.0,3,19.465795
53.0,9,19.479264
57.0,5,19.485914
58.0,4,19.492456
59.0,3,19.494555
58.0,4,19.50048
59.0,3,19.505867
59.0,3,19.508174
53.0,9,19.520858
54.0,8,19.534946
58.0,4,19.543787
56.0,6,19.553557
59.0,3,19.556139
58.0,4,19.563488
50.0,1,19.56441
58.0,4,19.57202
54.0,8,19.587762
55.0,7,19.600593
56.0,6,19.610056
57.0,2,19.617292
57.0,5,19.625948
59.0,3,19.628543
58.0,4,19.636334
58.0,4,19.643956
59.0,3,19.650486
55.0,7,19.660643
58.0,4,19.668467
59.0,3,19.671067
57.0,5,19.679925
57.0,5,19.688355
56.0,6,19.708673
55.0,7,19.719397
59.0,3,19.726696
58.0,4,19.730256
59.0,3,19.737118
59.0,3,19.744364
59.0,3,19.746948
58.0,4,19.754356
50.0,1,19.755324
53.0,9,19.771082
57.0,5,19.780329
59.0,3,19.787044
50.0,1,19.788004
50.0,1,19.789197
59.0,3,19.796026
57.0,5,19.804169
57.0,5,19.811565
56.0,6,19.81902
53.0,9,19.834261
54.0,8,19.845276
58.0,4,19.852906
59.0,3,19.85955
55.0,7,19.869643
57.0,2,19.871678
57.0,5,19.87987
57.0,5,19.888206
58.0,4,19.89556
54.0,8,19.91046
59.0,3,19.912962
58.0,4,19.919959
57.0,5,19.927039
55.0,7,19.93956
55.0,7,19.947453
57.0,5,19.955185
58.0,4,19.96226
57.0,2,19.963933
50.0,1,19.964822
50.0,1,19.969477
58.0,4,19.97272
59.0,3,19.979025
57.0,5,19.986942
57.0,2,19.988581
54.0,8,20.002893
59.0,3,20.010568
57.0,2,20.012384
58.0,4,20.019523
57.0,5,20.028146
57.0,5,20.036137
59.0,3,20.038631
58.0,4,20.04621
57.0,2,20.051845
58.0,4,20.055127
58.0,4,20.061768
54.0,8,20.073483
55.0,7,20.081756
57.0,5,20.088258
57.0,5,20.09506
53.0,9,20.108059
58.0,4,20.114039
58.0,4,20.119895
59.0,3,20.122304
57.0,5,20.130478
54.0,8,20.144971
54.0,8,20.155578
56.0,6,20.16866
57.0,5,20.177103
54.0,8,20.188021
59.0,3,20.194943
57.0,2,20.196756
50.0,1,20.197676
55.0,7,20.212043
59.0,3,20.214586
50.0,1,20.219887
59.0,3,20.222448
58.0,4,20.229745
57.0,5,20.237943
57.0,5,20.246281
59.0,3,20.253088
57.0,5,20.261256
57.0,5,20.269092
58.0,4,20.271853
57.0,5,20.278406
57.0,2,20.283673
58.0,4,20.290853
50.0,1,20.29178
58.0,4,20.298898
59.0,3,20.301452
57.0,5,20.309403
57.0,5,20.31775
57.0,5,20.325778
58.0,4,20.333929
55.0,7,20.343998
56.0,6,20.356625
59.0,3,20.359198
57.0,2,20.365148
57.0,5,20.373054
57.0,5,20.382214
50.0,1,20.383343
57.0,5,20.393177
58.0,4,20.401021
59.0,3,20.40349
55.0,7,20.41746
57.0,5,20.425526
57.0,2,20.427278
57.0,5,20.435304
59.0,3,20.442855
55.0,7,20.452932
59.0,3,20.45991
57.0,5,20.467838
59.0,3,20.470316
57.0,2,20.476078
58.0,4,20.479347
50.0,1,20.484143
55.0,7,20.493115
59.0,3,20.498331
56.0,6,20.513329
58.0,4,20.522858
50.0,1,20.524197
58.0,4,20.531858
57.0,5,20.540161
59.0,3,20.542741
59.0,3,20.549227
59.0,3,20.551937
50.0,1,20.557318
54.0,8,20.567703
58.0,4,20.573845
57.0,5,20.580374
54.0,8,20.60018
59.0,3,20.602898
59.0,3,20.609887
57.0,5,20.618338
58.0,4,20.62552
54.0,8,20.636998
58.0,4,20.64442
54.0,8,20.658818
58.0,4,20.66219
58.0,4,20.66941
57.0,5,20.67739
57.0,2,20.683059
50.0,1,20.684012
55.0,7,20.693755
57.0,5,20.701828
54.0,8,20.716366
59.0,3,20.718853
50.0,1,20.723767
50.0,1,20.724776
55.0,7,20.734405
59.0,3,20.741358
50.0,1,20.742421
57.0,5,20.751439
59.0,3,20.758248
58.0,4,20.761602
58.0,4,20.768934
58.0,4,20.776519
58.0,4,20.78389
54.0,8,20.794615
57.0,2,20.800392
59.0,3,20.802899
53.0,9,20.818182
54.0,8,20.832806
55.0,7,20.843649
56.0,6,20.852643
57.0,2,20.858487
55.0,7,20.87988
55.0,7,20.977649
50.0,1,20.978971
57.0,2,20.981035
54.0,8,20.999821
50.0,1,21.000993
59.0,3,21.010512
59.0,3,21.013793
57.0,2,21.02109
59.0,3,21.024377
50.0,1,21.025655
57.0,2,21.033224
57.0,5,21.044835
57.0,5,21.055098
59.0,3,21.058313
53.0,9,21.11795
59.0,3,21.124403
57.0,5,21.135233
57.0,5,21.143726
57.0,5,21.171397
59.0,3,21.178711
59.0,3,21.190931
57.0,5,21.203572
59.0,3,21.213403
58.0,4,21.217914
58.0,4,21.228711
57.0,5,21.240083
58.0,4,21.250232
58.0,4,21.258998
55.0,7,21.269839
59.0,3,21.276643
59.0,3,21.279213
59.0,3,21.286066
58.0,4,21.293951
57.0,5,21.303181
59.0,3,21.305596
56.0,6,21.319794
54.0,8,21.330685
53.0,9,21.3471
55.0,7,21.358274
56.0,6,21.372757
57.0,5,21.381524
55.0,7,21.39156
57.0,5,21.39983
59.0,3,21.405916
57.0,2,21.40774
57.0,5,21.415986
59.0,3,21.422938
54.0,8,21.433505
56.0,6,21.443476
57.0,5,21.450217
57.0,5,21.458186
58.0,4,21.465323
58.0,4,21.472431
59.0,3,21.477844
53.0,9,21.487057
59.0,3,21.49254
54.0,8,21.506884
58.0,4,21.51015
59.0,3,21.516979
58.0,4,21.524456
57.0,2,21.526175
59.0,3,21.532022
58.0,4,21.539317
59.0,3,21.541797
57.0,2,21.547225
55.0,7,21.560759
57.0,5,21.570411
57.0,2,21.572297
56.0,6,21.585415
58.0,4,21.589329
54.0,8,21.606729
58.0,4,21.615083
54.0,8,21.626942
57.0,5,21.635529
53.0,9,21.651846
57.0,5,21.66023
57.0,2,21.665854
59.0,3,21.668375
53.0,9,21.683553
55.0,7,21.693643
58.0,4,21.701182
57.0,2,21.706916
57.0,2,21.708707
57.0,5,21.716745
59.0,3,21.723112
55.0,7,21.732785
58.0,4,21.740139
57.0,5,21.748324
58.0,4,21.756183
58.0,4,21.759637
58.0,4,21.767042
58.0,4,21.774457
58.0,4,21.781997
57.0,5,21.791158
57.0,5,21.799689
56.0,6,21.808731
56.0,6,21.817599
56.0,6,21.826436
58.0,4,21.833888
50.0,1,21.834837
50.0,1,21.839874
59.0,3,21.842463
54.0,8,21.857093
58.0,4,21.864502
59.0,3,21.86699
50.0,1,21.867973
58.0,4,21.875978
58.0,4,21.883783
53.0,9,21.899964
50.0,1,21.90094
56.0,6,21.910454
57.0,5,21.918988
57.0,5,21.927734
55.0,7,21.942254
59.0,3,21.944999
57.0,2,21.95078
58.0,4,21.95408
59.0,3,21.960768
59.0,3,21.967486
57.0,2,21.969233
58.0,4,21.977108
58.0,4,21.983215
59.0,3,21.985343
54.0,8,21.997407
58.0,4,22.003342
57.0,2,22.004797
54.0,8,22.019176
56.0,6,22.028549
58.0,4,22.036083
59.0,3,22.038719
53.0,9,22.054197
57.0,2,22.055987
58.0,4,22.063436
58.0,4,22.071061
59.0,3,22.078068
57.0,5,22.086289
54.0,8,22.097136
56.0,6,22.106161
57.0,2,22.111985
57.0,5,22.119995
55.0,7,22.129684
58.0,4,22.137073
58.0,4,22.144354
57.0,5,22.152514
59.0,3,22.155021
58.0,4,22.162346
59.0,3,22.168806
59.0,3,22.171267
57.0,5,22.179347
57.0,5,22.187483
58.0,4,22.194967
54.0,8,22.209642
58.0,4,22.217131
58.0,4,22.220518
59.0,3,22.227195
59.0,3,22.233862
58.0,4,22.237173
57.0,5,22.245219
50.0,1,22.250195
59.0,3,22.252748
57.0,2,22.258545
58.0,4,22.261893
54.0,8,22.276841
55.0,7,22.288668
58.0,4,22.298642
56.0,6,22.308884
57.0,5,22.317185
54.0,8,22.33262
59.0,3,22.339501
58.0,4,22.342859
58.0,4,22.350292
57.0,5,22.35955
58.0,4,22.368848
57.0,2,22.370902
57.0,2,22.377405
59.0,3,22.379901
59.0,3,22.386309
57.0,5,22.394408
55.0,7,22.411555
58.0,4,22.419603
58.0,4,22.427503
59.0,3,22.434193
59.0,3,22.436899
59.0,3,22.443587
59.0,3,22.445696
57.0,5,22.452728
57.0,5,22.460063
59.0,3,22.465402
50.0,1,22.466155
58.0,4,22.472225
54.0,8,22.48477
58.0,4,22.488186
58.0,4,22.495956
55.0,7,22.510073
58.0,4,22.513578
57.0,2,22.519715
59.0,3,22.522315
57.0,5,22.530844
59.0,3,22.538051
57.0,5,22.546968
55.0,7,22.558164
50.0,1,22.563289
56.0,6,22.570913
50.0,1,22.571749
54.0,8,22.585675
57.0,5,22.594506
59.0,3,22.59749
59.0,3,22.605429
58.0,4,22.613107
59.0,3,22.615371
55.0,7,22.630239
55.0,7,22.643373
50.0,1,22.644373
58.0,4,22.652472
59.0,3,22.661842
57.0,5,22.670788
58.0,4,22.674959
58.0,4,22.682854
55.0,7,22.698294
57.0,2,22.700182
59.0,3,22.708653
53.0,9,22.72078
53.0,9,22.737794
58.0,4,22.745437
57.0,5,22.753739
57.0,2,22.755573
57.0,2,22.761235
54.0,8,22.771039
56.0,6,22.783654
57.0,2,22.785377
58.0,4,22.792564
59.0,3,22.795014
59.0,3,22.801174
57.0,2,22.802551
57.0,5,22.808884
58.0,4,22.815306
50.0,1,22.816181
59.0,3,22.822484
57.0,5,22.830455
58.0,4,22.837574
58.0,4,22.844743
57.0,2,22.846413
58.0,4,22.853556
57.0,2,22.855283
58.0,4,22.86248
57.0,5,22.870285
59.0,3,22.876781
50.0,1,22.877738
58.0,4,22.885056
58.0,4,22.888356
50.0,1,22.893423
50.0,1,22.89439
58.0,4,22.901621
59.0,3,22.904134
58.0,4,22.91225
59.0,3,22.918715
53.0,9,22.93054
55.0,7,22.945261
57.0,2,22.947088
50.0,1,22.948052
57.0,2,22.954284
57.0,5,22.9631
57.0,2,22.964861
