#{"t_start": 1753632985.960206, "env_id": "None"}
r,l,t
171.0,30,91.055735
179.0,30,91.080509
155.0,30,91.109614
192.0,30,91.137262
179.0,30,91.252641
179.0,30,91.275302
150.0,30,91.298004
179.0,30,91.31944
171.0,30,91.43464
192.0,30,91.457906
179.0,30,91.480888
192.0,30,91.504407
179.0,30,91.621459
179.0,30,91.643709
163.0,30,91.671978
192.0,30,91.695566
192.0,30,91.718914
174.0,30,91.840738
187.0,30,91.866939
163.0,30,91.889601
139.0,30,91.91389
155.0,30,92.029073
192.0,30,92.054243
150.0,30,92.079356
226.0,27,92.105313
171.0,30,92.220738
187.0,30,92.243883
179.0,30,92.272468
216.0,27,92.293334
192.0,30,92.317265
163.0,30,92.436703
179.0,30,92.460196
158.0,30,92.483137
192.0,30,92.50625
182.0,30,92.633593
192.0,30,92.65635
145.0,30,92.67626
139.0,30,92.696057
147.0,30,92.801861
187.0,30,92.826273
182.0,30,92.850475
161.0,30,92.884411
187.0,30,92.925003
192.0,30,93.071498
192.0,30,93.12056
177.0,30,93.149218
135.0,30,93.176682
101.0,12,93.307166
169.0,30,93.334769
187.0,30,93.369805
171.0,30,93.398221
187.0,30,93.426375
158.0,30,93.560392
177.0,30,93.583813
174.0,30,93.606822
155.0,30,93.630341
174.0,30,93.745793
147.0,30,93.768884
187.0,30,93.796138
150.0,30,93.818963
174.0,30,93.96672
187.0,30,93.99661
179.0,30,94.023852
123.0,30,94.047714
179.0,30,94.180023
126.0,30,94.203956
158.0,30,94.228484
177.0,30,94.255808
163.0,30,94.280979
155.0,30,94.423808
179.0,30,94.450656
190.0,21,94.470129
192.0,30,94.496584
187.0,30,94.617532
182.0,30,94.640891
166.0,30,94.664328
169.0,30,94.692327
172.0,30,94.716561
179.0,30,94.837949
147.0,30,94.862169
169.0,30,94.886138
50.0,1,94.887069
174.0,30,94.910215
187.0,30,95.037409
187.0,30,95.062214
192.0,30,95.091154
171.0,30,95.117203
158.0,30,95.248768
174.0,30,95.272934
192.0,30,95.300914
192.0,30,95.323271
171.0,30,95.452499
192.0,30,95.478649
158.0,30,95.502064
187.0,30,95.525545
137.0,30,95.551183
166.0,30,95.873034
147.0,30,95.901027
158.0,30,95.929303
187.0,30,95.975289
187.0,30,96.105098
179.0,30,96.133519
134.0,30,96.156649
182.0,30,96.18465
192.0,30,96.314473
164.0,30,96.338522
187.0,30,96.368505
179.0,30,96.394292
179.0,30,96.503339
171.0,30,96.526726
163.0,30,96.549796
145.0,30,96.573265
158.0,30,96.594111
179.0,30,96.715841
164.0,30,96.738071
174.0,30,96.761674
166.0,30,96.788426
171.0,30,96.908273
121.0,30,96.935785
182.0,30,96.969707
80.0,15,96.981566
187.0,30,97.004662
192.0,30,97.136959
179.0,30,97.160465
171.0,30,97.183473
155.0,30,97.204383
140.0,30,97.317952
192.0,30,97.341695
155.0,30,97.36652
192.0,30,97.389842
171.0,30,97.507411
179.0,30,97.530535
171.0,30,97.555025
171.0,30,97.580457
179.0,30,97.696066
192.0,30,97.722183
150.0,30,97.746288
192.0,30,97.770704
129.0,30,97.795831
187.0,30,97.907476
179.0,30,97.929991
179.0,30,97.952839
179.0,30,97.976833
192.0,30,98.098324
179.0,30,98.121514
166.0,30,98.145374
187.0,30,98.172352
161.0,30,98.292424
147.0,30,98.31853
163.0,30,98.340374
179.0,30,98.364248
169.0,30,98.387406
187.0,30,98.512747
155.0,30,98.536856
171.0,30,98.56056
187.0,30,98.584629
155.0,30,98.696119
187.0,30,98.719048
166.0,30,98.743967
169.0,30,98.770251
163.0,30,98.884742
142.0,30,98.907443
187.0,30,98.93188
174.0,30,98.958951
192.0,30,99.073683
159.0,30,99.100013
187.0,30,99.121909
163.0,30,99.14892
171.0,30,99.17179
179.0,30,99.287637
179.0,30,99.311824
187.0,30,99.337634
192.0,30,99.363305
122.0,30,99.471014
141.0,30,99.495466
163.0,30,99.518758
179.0,30,99.541759
177.0,30,99.661734
179.0,30,99.684923
174.0,30,99.708517
171.0,30,99.733384
143.0,30,99.849972
164.0,30,99.871884
179.0,30,99.894253
192.0,30,99.919531
174.0,30,99.94331
142.0,30,100.064527
187.0,30,100.094531
164.0,30,100.119201
147.0,30,100.143114
192.0,30,100.252155
146.0,30,100.276037
192.0,30,100.299177
179.0,30,100.322222
155.0,30,100.437608
171.0,30,100.460818
182.0,30,100.4837
147.0,30,100.510934
187.0,30,100.622752
166.0,30,100.648095
187.0,30,100.671402
179.0,30,100.694884
158.0,30,100.71706
174.0,30,100.841818
166.0,30,100.864473
166.0,30,100.890045
192.0,30,100.915774
192.0,30,101.060527
179.0,30,101.087126
123.0,30,101.11417
192.0,30,101.139727
192.0,30,101.272068
192.0,30,101.295108
147.0,30,101.318409
179.0,30,101.345229
192.0,30,101.370731
166.0,30,101.48923
187.0,30,101.513446
166.0,30,101.53708
192.0,30,101.562697
192.0,30,101.681563
192.0,30,101.704798
155.0,30,101.727428
171.0,30,101.750386
179.0,30,101.87096
171.0,30,101.894799
171.0,30,101.918185
187.0,30,101.943299
187.0,30,102.062374
192.0,30,102.089183
166.0,30,102.120086
187.0,30,102.143618
187.0,30,102.167595
187.0,30,102.295334
192.0,30,102.317301
192.0,30,102.341187
171.0,30,102.365561
179.0,30,102.477566
171.0,30,102.499755
171.0,30,102.523716
174.0,30,102.55012
147.0,30,102.668951
179.0,30,102.691751
171.0,30,102.716491
142.0,30,102.739003
163.0,30,102.85984
155.0,30,102.883514
171.0,30,102.906602
171.0,30,102.931278
171.0,30,102.954706
179.0,30,103.084679
192.0,30,103.108499
174.0,30,103.1323
150.0,30,103.154934
147.0,30,103.26733
139.0,30,103.293287
179.0,30,103.314448
179.0,30,103.33813
192.0,30,103.470036
192.0,30,103.493706
163.0,30,103.518198
179.0,30,103.542765
171.0,30,103.656216
192.0,30,103.67945
187.0,30,103.702387
179.0,30,103.726043
163.0,30,103.750062
179.0,30,103.869591
115.0,30,103.893193
131.0,30,103.916475
192.0,30,103.938761
187.0,30,104.059306
171.0,30,104.083435
163.0,30,104.105734
187.0,30,104.127701
187.0,30,104.248511
187.0,30,104.270538
179.0,30,104.293587
171.0,30,104.320311
192.0,30,104.343484
179.0,30,104.456785
107.0,30,104.480358
171.0,30,104.509865
174.0,30,104.534641
155.0,30,104.660152
155.0,30,104.682718
192.0,30,104.702108
192.0,30,104.723605
187.0,30,104.84698
147.0,30,104.871228
192.0,30,104.89487
171.0,30,104.921637
187.0,30,105.038364
187.0,30,105.065012
174.0,30,105.094367
187.0,30,105.118408
139.0,30,105.141333
179.0,30,105.254214
192.0,30,105.277914
187.0,30,105.300842
192.0,30,105.324151
174.0,30,105.43877
64.0,3,105.44127
187.0,30,105.463935
163.0,30,105.487781
123.0,30,105.514706
179.0,30,105.623715
192.0,30,105.646313
187.0,30,105.673367
171.0,30,105.695083
179.0,30,105.813497
163.0,30,105.83663
155.0,30,105.860251
129.0,30,105.883517
174.0,30,105.907669
192.0,30,106.032093
192.0,30,106.05461
171.0,30,106.081166
142.0,30,106.106073
179.0,30,106.220158
192.0,30,106.242999
179.0,30,106.272407
171.0,30,106.295802
187.0,30,106.424501
171.0,30,106.449191
187.0,30,106.473729
179.0,30,106.498503
171.0,30,106.623671
131.0,30,106.647624
187.0,30,106.672866
143.0,18,106.687914
187.0,30,106.710675
179.0,30,106.829876
179.0,30,106.852869
187.0,30,106.878656
179.0,30,106.901957
192.0,30,107.024468
171.0,30,107.04853
187.0,30,107.076025
187.0,30,107.101758
171.0,30,107.125341
192.0,30,107.248957
153.0,30,107.272071
179.0,30,107.331432
192.0,30,107.361518
171.0,30,107.532386
192.0,30,107.561399
142.0,30,107.593857
179.0,30,107.619179
155.0,30,107.767085
171.0,30,107.790634
179.0,30,107.814591
179.0,30,107.838446
187.0,30,107.948683
192.0,30,107.972041
179.0,30,107.997706
179.0,30,108.01767
179.0,30,108.040106
192.0,30,108.170785
179.0,30,108.19466
163.0,30,108.217454
155.0,30,108.242009
179.0,30,108.358377
174.0,30,108.381997
171.0,30,108.407018
179.0,30,108.431902
187.0,30,108.550371
192.0,30,108.573075
179.0,30,108.595919
187.0,30,108.620156
192.0,30,108.744833
179.0,30,108.768008
192.0,30,108.790974
182.0,30,108.813202
187.0,30,108.833151
182.0,30,108.952498
163.0,30,108.974775
171.0,30,108.999425
179.0,30,109.025287
179.0,30,109.153163
171.0,30,109.176755
187.0,30,109.20233
187.0,30,109.225939
179.0,30,109.333576
187.0,30,109.357881
171.0,30,109.380787
171.0,30,109.404382
166.0,30,109.427547
163.0,30,109.545525
171.0,30,109.568541
166.0,30,109.591349
142.0,30,109.614742
192.0,30,109.736464
147.0,30,109.759854
174.0,30,109.787203
187.0,30,109.810903
192.0,30,109.924297
179.0,30,109.947662
174.0,30,109.970452
192.0,30,109.993414
155.0,30,110.119097
155.0,30,110.144626
179.0,30,110.168433
192.0,30,110.192597
156.0,30,110.216093
187.0,30,110.339045
179.0,30,110.362533
179.0,30,110.387402
187.0,30,110.412873
171.0,30,110.529012
174.0,30,110.552589
161.0,30,110.57915
187.0,30,110.603033
192.0,30,110.726705
187.0,30,110.757114
179.0,30,110.780401
126.0,30,110.803283
179.0,30,110.930485
155.0,30,110.954559
73.0,5,110.958718
163.0,30,110.982501
187.0,30,111.006437
99.0,8,111.012346
179.0,30,111.147434
192.0,30,111.17108
179.0,30,111.195379
174.0,30,111.220854
177.0,30,111.336606
221.0,27,111.355623
171.0,30,111.377425
187.0,30,111.401734
147.0,30,111.427121
147.0,30,111.539857
192.0,30,111.562758
179.0,30,111.585337
187.0,30,111.60769
192.0,30,111.730412
179.0,30,111.752859
179.0,30,111.777056
192.0,30,111.800871
179.0,30,111.919984
192.0,30,111.943343
192.0,30,111.969351
147.0,30,111.994311
153.0,30,112.017617
187.0,30,112.14299
150.0,30,112.168908
171.0,30,112.193003
192.0,30,112.216279
147.0,30,112.368174
171.0,30,112.391406
179.0,30,112.417395
179.0,30,112.440304
126.0,30,112.556738
170.0,20,112.572868
179.0,30,112.597309
118.0,30,112.621889
187.0,30,112.645184
187.0,30,112.764412
166.0,30,112.787431
166.0,30,112.811823
155.0,30,112.83481
221.0,29,112.955675
115.0,11,112.964229
192.0,30,112.988071
163.0,30,113.012982
179.0,30,113.035833
171.0,30,113.160016
192.0,30,113.182873
163.0,30,113.204642
171.0,30,113.230197
166.0,30,113.350107
171.0,30,113.371932
174.0,30,113.396194
155.0,30,113.420417
192.0,30,113.444649
155.0,30,113.565737
163.0,30,113.588766
123.0,30,113.611661
150.0,30,113.635814
171.0,30,113.750087
166.0,30,113.78174
155.0,30,113.804584
192.0,30,113.827546
192.0,30,113.952864
192.0,30,113.974407
192.0,30,113.998008
187.0,30,114.02118
187.0,30,114.144114
221.0,27,114.166032
145.0,30,114.192296
192.0,30,114.216373
147.0,30,114.239884
156.0,30,114.352517
177.0,30,114.375294
148.0,30,114.397938
179.0,30,114.421255
179.0,30,114.53808
166.0,30,114.562867
182.0,30,114.58621
187.0,30,114.610018
171.0,30,114.742033
192.0,30,114.767702
182.0,30,114.791831
187.0,30,114.81611
174.0,30,114.933637
179.0,30,114.957997
196.0,28,114.979831
169.0,30,115.003485
182.0,30,115.024011
97.0,30,115.146583
177.0,30,115.166874
148.0,30,115.190964
192.0,30,115.215805
153.0,30,115.335885
192.0,30,115.358883
187.0,30,115.382615
182.0,30,115.405722
171.0,30,115.525038
187.0,30,115.547962
182.0,30,115.571207
179.0,30,115.598932
132.0,21,115.615047
187.0,30,115.731299
192.0,30,115.754898
171.0,30,115.778613
179.0,30,115.802737
147.0,30,115.923835
192.0,30,115.946853
171.0,30,115.969855
192.0,30,115.993017
147.0,30,116.124176
125.0,17,116.137561
187.0,30,116.163079
166.0,30,116.190589
147.0,30,116.214033
192.0,30,116.328918
187.0,30,116.351377
171.0,30,116.379026
85.0,9,116.386533
171.0,30,116.410624
156.0,30,116.5228
179.0,30,116.545656
179.0,30,116.568878
155.0,30,116.592486
179.0,30,116.71884
187.0,30,116.742676
192.0,30,116.765514
192.0,30,116.789102
171.0,30,116.816048
155.0,30,116.933762
192.0,30,116.95907
147.0,30,116.982593
174.0,30,117.006891
192.0,30,117.141295
182.0,30,117.165332
171.0,30,117.189002
171.0,30,117.21264
166.0,30,117.324947
187.0,30,117.348123
155.0,30,117.371124
187.0,30,117.396117
179.0,30,117.509911
179.0,30,117.539692
147.0,30,117.565907
135.0,18,117.58024
179.0,30,117.604765
174.0,30,117.723929
192.0,30,117.745559
124.0,30,117.769104
192.0,30,117.792269
187.0,30,117.911348
94.0,8,117.917635
187.0,30,117.940435
192.0,30,117.963396
98.0,12,117.972579
179.0,30,117.99465
161.0,30,118.113971
187.0,30,118.137396
179.0,30,118.162569
171.0,30,118.185447
187.0,30,118.302124
150.0,30,118.325238
179.0,30,118.348288
147.0,30,118.368092
174.0,30,118.387316
187.0,30,118.504035
192.0,30,118.526431
192.0,30,118.550675
161.0,30,118.574519
161.0,30,118.690553
192.0,30,118.713888
161.0,30,118.737086
187.0,30,118.761379
179.0,30,118.877621
192.0,30,118.901301
187.0,30,118.922622
147.0,30,118.945763
169.0,30,119.074293
132.0,30,119.098876
182.0,30,119.122527
132.0,30,119.145756
164.0,30,119.168872
150.0,30,119.296869
154.0,30,119.320745
151.0,30,119.344512
172.0,30,119.367578
172.0,30,119.480804
122.0,30,119.502173
143.0,30,119.525359
137.0,30,119.548543
136.0,30,119.671559
159.0,30,119.696882
102.0,30,119.719492
179.0,30,119.74253
133.0,30,119.865382
172.0,30,119.888479
187.0,30,119.911903
192.0,30,119.937818
187.0,30,119.962187
187.0,30,120.084275
179.0,30,120.107357
187.0,30,120.130226
179.0,30,120.153124
169.0,30,120.274065
118.0,30,120.298076
144.0,30,120.322118
187.0,30,120.345253
114.0,30,120.464263
122.0,30,120.485267
179.0,30,120.508388
187.0,30,120.535271
156.0,30,120.651823
149.0,30,120.675321
143.0,30,120.699218
128.0,30,120.724699
146.0,30,120.749395
136.0,30,120.858239
151.0,30,120.883737
107.0,30,120.905357
109.0,30,120.929545
171.0,30,121.04814
166.0,30,121.073736
179.0,30,121.102997
187.0,30,121.130888
156.0,30,121.278661
192.0,30,121.30602
146.0,30,121.334647
143.0,30,121.357999
179.0,30,121.381405
163.0,30,121.501093
177.0,30,121.525995
73.0,30,121.550142
150.0,30,121.572728
153.0,30,121.680226
169.0,30,121.704154
151.0,30,121.728195
121.0,30,121.75151
171.0,30,121.878371
145.0,30,121.901484
169.0,30,121.926424
153.0,30,121.951285
182.0,30,122.075573
171.0,30,122.100091
192.0,30,122.123674
192.0,30,122.1471
192.0,30,122.171124
192.0,30,122.296837
163.0,30,122.320314
192.0,30,122.343657
192.0,30,122.366704
179.0,30,122.481888
192.0,30,122.505033
192.0,30,122.531017
179.0,30,122.554199
163.0,30,122.674509
187.0,30,122.697793
161.0,30,122.720837
153.0,30,122.744752
123.0,30,122.866857
171.0,30,122.891281
150.0,30,122.917968
134.0,30,122.942369
174.0,30,122.970136
192.0,30,123.093573
182.0,30,123.119094
192.0,30,123.14776
167.0,30,123.175462
187.0,30,123.290605
126.0,30,123.319539
166.0,30,123.344737
142.0,30,123.368309
150.0,30,123.488729
187.0,30,123.511817
174.0,30,123.534498
182.0,30,123.557842
187.0,30,123.674336
115.0,30,123.698625
179.0,30,123.722775
164.0,30,123.746022
171.0,30,123.769152
187.0,30,123.884076
187.0,30,123.90698
179.0,30,123.933698
161.0,30,123.957723
174.0,30,124.082582
171.0,30,124.106445
174.0,30,124.129968
150.0,30,124.152993
187.0,30,124.27377
192.0,30,124.297362
158.0,30,124.322791
134.0,30,124.356679
187.0,30,124.382615
81.0,30,124.500034
150.0,30,124.523067
171.0,30,124.546229
134.0,30,124.569036
108.0,30,124.692589
151.0,30,124.711834
179.0,30,124.733116
192.0,30,124.75586
179.0,30,124.894089
187.0,30,124.92092
142.0,30,124.946513
187.0,30,124.97296
147.0,22,124.990304
153.0,30,125.11102
134.0,30,125.135388
187.0,30,125.161074
142.0,30,125.18297
131.0,30,125.296276
114.0,30,125.319618
171.0,30,125.342184
177.0,30,125.364911
126.0,30,125.482537
187.0,30,125.505709
138.0,30,125.527754
155.0,30,125.549604
163.0,30,125.666926
187.0,30,125.690318
182.0,30,125.717061
148.0,30,125.741227
182.0,30,125.764403
179.0,30,125.88383
179.0,30,125.909294
142.0,16,125.922313
192.0,30,125.945393
174.0,30,126.052289
192.0,30,126.078985
187.0,30,126.102729
179.0,30,126.124687
163.0,30,126.150972
166.0,30,126.269793
130.0,30,126.294327
166.0,30,126.326743
192.0,30,126.350209
179.0,30,126.468121
192.0,30,126.491611
171.0,30,126.514937
187.0,30,126.53851
187.0,30,126.664303
153.0,30,126.687439
182.0,30,126.711026
179.0,30,126.733809
187.0,30,126.878202
182.0,30,126.902512
171.0,30,126.930373
179.0,30,126.958512
182.0,30,126.983502
187.0,30,127.119364
169.0,30,127.151495
164.0,30,127.176726
138.0,30,127.201823
166.0,30,127.335516
158.0,30,127.357614
187.0,30,127.383713
179.0,30,127.407156
148.0,30,127.644728
164.0,30,127.674901
167.0,30,127.703754
179.0,30,127.734426
187.0,30,127.765197
124.0,30,127.988342
129.0,30,128.013972
164.0,30,128.037006
143.0,30,128.059908
179.0,30,128.18296
187.0,30,128.206175
179.0,30,128.229954
133.0,30,128.25716
147.0,30,128.371243
187.0,30,128.398963
162.0,30,128.423933
139.0,30,128.447007
187.0,30,128.566495
179.0,30,128.587215
171.0,30,128.609779
187.0,30,128.6336
179.0,30,128.656996
169.0,30,128.778051
166.0,30,128.801981
166.0,30,128.826648
171.0,30,128.850664
171.0,30,129.000961
137.0,30,129.024093
172.0,30,129.048863
192.0,30,129.075075
182.0,30,129.190857
146.0,30,129.21246
187.0,30,129.236085
177.0,30,129.259604
79.0,30,129.378203
171.0,30,129.40097
155.0,30,129.424799
164.0,30,129.449845
192.0,30,129.473987
187.0,30,129.589049
166.0,30,129.61289
164.0,30,129.636597
192.0,30,129.660203
192.0,30,129.777411
127.0,30,129.801244
150.0,30,129.825099
146.0,30,129.848971
182.0,30,129.970408
182.0,30,129.992387
179.0,30,130.01632
166.0,30,130.03941
187.0,30,130.163404
187.0,30,130.185854
187.0,30,130.208586
141.0,30,130.231925
171.0,30,130.255163
179.0,30,130.372395
192.0,30,130.399675
192.0,30,130.422814
187.0,30,130.447319
187.0,30,130.566405
187.0,30,130.589778
187.0,30,130.612666
174.0,30,130.632417
192.0,30,130.739377
174.0,30,130.760232
179.0,30,130.783669
182.0,30,130.80685
192.0,30,130.829746
187.0,30,130.946771
169.0,30,130.969748
174.0,30,130.992942
158.0,30,131.014408
179.0,30,131.137119
182.0,30,131.162521
166.0,30,131.186712
114.0,12,131.196195
166.0,30,131.219656
179.0,30,131.331716
187.0,30,131.351284
147.0,30,131.375489
171.0,30,131.400988
139.0,30,131.537089
192.0,30,131.562869
171.0,30,131.587429
137.0,30,131.608678
111.0,30,131.729704
92.0,30,131.754795
187.0,30,131.780938
158.0,30,131.803892
166.0,30,131.938542
129.0,30,131.963212
169.0,30,131.987362
192.0,30,132.012248
192.0,30,132.035417
147.0,30,132.165643
187.0,30,132.189072
172.0,30,132.211677
177.0,30,132.234595
192.0,30,132.350078
171.0,30,132.373524
179.0,30,132.397774
187.0,30,132.423218
179.0,30,132.549853
192.0,30,132.575675
134.0,30,132.599643
192.0,30,132.624541
117.0,30,132.64959
100.0,30,132.774303
187.0,30,132.800044
147.0,30,132.824938
171.0,30,132.848179
192.0,30,132.97142
192.0,30,132.998415
155.0,30,133.0241
179.0,30,133.050333
155.0,30,133.179663
179.0,30,133.203602
187.0,30,133.227125
174.0,30,133.251803
187.0,30,133.370338
171.0,30,133.396944
187.0,30,133.430825
179.0,30,133.464006
159.0,30,133.491638
171.0,30,133.621435
179.0,30,133.645034
187.0,30,133.670043
171.0,30,133.695995
179.0,30,133.82311
179.0,30,133.848011
192.0,30,133.877625
187.0,30,133.905919
187.0,30,134.04348
147.0,30,134.069711
182.0,30,134.096581
155.0,30,134.122283
171.0,30,134.248054
142.0,30,134.271847
187.0,30,134.296427
140.0,30,134.319584
192.0,30,134.345164
192.0,30,134.476472
169.0,30,134.50148
158.0,30,134.525114
161.0,30,134.552521
192.0,30,134.717227
192.0,30,134.750181
166.0,30,134.784441
169.0,30,134.816652
179.0,30,134.981694
171.0,30,135.015927
171.0,30,135.047238
166.0,30,135.079988
169.0,30,135.226553
179.0,30,135.257745
171.0,30,135.286663
171.0,30,135.317416
166.0,30,135.344294
187.0,30,135.483745
171.0,30,135.511778
192.0,30,135.539743
153.0,30,135.566604
139.0,30,135.703507
192.0,30,135.731932
153.0,30,135.760383
179.0,30,135.79321
174.0,30,135.934596
187.0,30,135.993614
182.0,30,136.072885
187.0,30,136.121433
177.0,30,136.172366
150.0,30,136.599076
179.0,30,136.630144
192.0,30,136.65991
192.0,30,136.691927
182.0,30,136.842136
139.0,30,136.873054
171.0,30,136.902993
192.0,30,136.935861
161.0,30,137.099741
192.0,30,137.131147
192.0,30,137.164274
148.0,30,137.192402
171.0,30,137.330604
192.0,30,137.353663
192.0,30,137.378395
172.0,30,137.401674
147.0,30,137.425539
179.0,30,137.548227
166.0,30,137.571952
174.0,30,137.596644
163.0,30,137.619777
217.0,28,137.737624
158.0,30,137.760353
147.0,30,137.784066
163.0,30,137.807231
187.0,30,137.930152
151.0,30,137.953133
163.0,30,137.978646
161.0,30,138.018828
179.0,30,138.162645
172.0,30,138.186986
179.0,30,138.21022
171.0,30,138.233984
169.0,30,138.258476
192.0,30,138.384251
192.0,30,138.408439
192.0,30,138.433106
171.0,30,138.457433
192.0,30,138.581517
142.0,30,138.606878
182.0,30,138.630476
171.0,30,138.65362
158.0,30,138.778114
134.0,30,138.803503
187.0,30,138.827955
187.0,30,138.851139
166.0,30,138.875715
187.0,30,138.993718
182.0,30,139.018572
174.0,30,139.042391
179.0,30,139.06627
174.0,30,139.207797
171.0,30,139.235232
167.0,30,139.270712
153.0,30,139.324726
172.0,30,139.48747
192.0,30,139.516674
158.0,30,139.547884
179.0,30,139.572798
187.0,30,139.714515
187.0,30,139.744986
179.0,30,139.773787
182.0,30,139.803072
163.0,30,139.828203
192.0,30,139.963205
192.0,30,139.992909
179.0,30,140.01661
192.0,30,140.047315
192.0,30,140.208279
187.0,30,140.232725
192.0,30,140.260546
142.0,30,140.286436
145.0,30,140.423783
187.0,30,140.453291
174.0,30,140.479187
179.0,30,140.504911
147.0,30,140.62769
187.0,30,140.653739
171.0,30,140.680051
179.0,30,140.709248
187.0,30,140.734199
163.0,30,140.857364
147.0,30,140.88284
171.0,30,140.91312
163.0,30,140.938604
187.0,30,141.058791
166.0,30,141.082833
171.0,30,141.111924
182.0,30,141.137616
192.0,30,141.261955
171.0,30,141.285759
179.0,30,141.310473
182.0,30,141.334771
187.0,30,141.464328
192.0,30,141.489366
177.0,30,141.518695
192.0,30,141.543588
171.0,30,141.567637
187.0,30,141.695982
117.0,30,141.723465
187.0,30,141.754697
192.0,30,141.78384
143.0,30,141.91338
192.0,30,141.937321
192.0,30,141.964805
126.0,30,141.994081
174.0,30,142.153952
163.0,30,142.18418
179.0,30,142.210751
179.0,30,142.234084
177.0,30,142.257167
166.0,30,142.372014
174.0,30,142.39479
192.0,30,142.417723
166.0,30,142.44042
187.0,30,142.561381
134.0,30,142.584933
192.0,30,142.611083
179.0,30,142.634754
139.0,30,142.75953
192.0,30,142.782592
192.0,30,142.805669
192.0,30,142.82875
187.0,30,142.946526
179.0,30,142.969606
174.0,30,142.992836
187.0,30,143.014543
182.0,30,143.034296
174.0,30,143.149855
179.0,30,143.173342
169.0,30,143.198395
171.0,30,143.219462
179.0,30,143.323305
179.0,30,143.344167
171.0,30,143.365119
187.0,30,143.385672
192.0,30,143.504396
147.0,30,143.526555
166.0,30,143.549266
179.0,30,143.573273
179.0,30,143.685489
187.0,30,143.709364
177.0,30,143.731387
150.0,30,143.751739
192.0,30,143.773656
139.0,30,143.888145
179.0,30,143.911114
192.0,30,143.93367
171.0,30,143.956358
192.0,30,144.075738
171.0,30,144.099579
179.0,30,144.128093
187.0,30,144.15289
147.0,30,144.261631
171.0,30,144.282809
179.0,30,144.304369
171.0,30,144.325612
164.0,30,144.438173
182.0,30,144.458495
182.0,30,144.481693
171.0,30,144.501507
187.0,30,144.520287
174.0,30,144.63546
192.0,30,144.658606
192.0,30,144.679047
171.0,30,144.699957
171.0,30,144.814584
174.0,30,144.840087
179.0,30,144.869031
139.0,30,144.895612
155.0,30,145.020066
192.0,30,145.042571
179.0,30,145.065243
187.0,30,145.088567
155.0,30,145.117548
187.0,30,145.249917
179.0,30,145.273218
179.0,30,145.296992
171.0,30,145.321241
179.0,30,145.444457
139.0,30,145.469314
155.0,30,145.492963
182.0,30,145.516324
192.0,30,145.628676
179.0,30,145.649888
187.0,30,145.67332
171.0,30,145.698634
179.0,30,145.814104
192.0,30,145.837401
172.0,30,145.863399
166.0,30,145.884981
163.0,30,145.907967
192.0,30,146.025621
171.0,30,146.049859
179.0,30,146.074842
167.0,30,146.099916
187.0,30,146.219569
179.0,30,146.243558
172.0,30,146.267885
179.0,30,146.292285
158.0,30,146.403596
145.0,30,146.426665
171.0,30,146.447614
161.0,30,146.470145
192.0,30,146.579969
171.0,30,146.599103
139.0,30,146.620207
171.0,30,146.643365
179.0,30,146.664827
187.0,30,146.768404
155.0,30,146.791325
174.0,30,146.812535
171.0,30,146.835735
163.0,30,146.94977
192.0,30,146.972954
171.0,30,146.997372
171.0,30,147.018901
171.0,30,147.139005
161.0,30,147.165254
171.0,30,147.189403
179.0,30,147.209704
174.0,30,147.345173
158.0,30,147.369929
187.0,30,147.392384
187.0,30,147.412062
150.0,30,147.434822
187.0,30,147.535809
171.0,30,147.556284
187.0,30,147.576869
163.0,30,147.599872
171.0,30,147.705544
165.0,20,147.718784
182.0,30,147.73985
150.0,30,147.761345
153.0,30,147.783889
174.0,30,147.899785
192.0,30,147.92319
187.0,30,147.946547
174.0,30,147.970366
171.0,30,148.077478
171.0,30,148.097544
161.0,30,148.123156
145.0,30,148.147316
158.0,30,148.250191
187.0,30,148.270459
155.0,30,148.293074
162.0,30,148.315606
155.0,30,148.416828
161.0,30,148.436144
166.0,30,148.456652
177.0,30,148.475835
150.0,30,148.498661
87.0,30,148.601677
147.0,30,148.620671
166.0,30,148.641569
192.0,30,148.661283
146.0,30,148.7691
192.0,30,148.791335
192.0,30,148.811164
147.0,30,148.833127
192.0,30,148.940203
147.0,30,148.959766
182.0,30,148.98175
179.0,30,149.007171
169.0,30,149.125046
163.0,30,149.148964
171.0,30,149.171803
187.0,30,149.195533
192.0,30,149.218338
164.0,30,149.338479
174.0,30,149.361469
192.0,30,149.385923
169.0,30,149.408734
141.0,30,149.562261
177.0,30,149.585995
155.0,30,149.606481
123.0,30,149.628569
172.0,30,149.730492
187.0,30,149.749287
192.0,30,149.768136
131.0,30,149.7882
166.0,30,149.810533
147.0,30,149.918038
135.0,15,149.927689
192.0,30,149.946023
174.0,30,149.96517
192.0,30,150.071677
171.0,30,150.092159
182.0,30,150.11719
174.0,30,150.140886
192.0,30,150.163739
171.0,30,150.276822
192.0,30,150.299772
177.0,30,150.323422
182.0,30,150.344488
174.0,30,150.445228
171.0,30,150.464321
171.0,30,150.485529
155.0,30,150.508168
164.0,30,150.607946
179.0,30,150.628983
192.0,30,150.651166
166.0,30,150.672745
192.0,30,150.782418
187.0,30,150.80323
147.0,30,150.822593
153.0,30,150.845563
147.0,30,150.867399
192.0,30,150.963075
192.0,30,150.986112
169.0,30,151.008392
131.0,30,151.03154
182.0,30,151.147766
179.0,30,151.168771
169.0,30,151.190745
187.0,30,151.212414
179.0,30,151.316677
166.0,30,151.335441
179.0,30,151.355375
